#CHR	start	end	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
9	15470498	15470628	-0.077898	0.209422	-0.077223	0.549631	0.784197	0.774540
9	15487876	15488006	0.203532	0.933069	1.206650	0.892178	1.398662	0.991955
9	15488052	15488635	0.650084	0.787418	1.093463	0.806660	0.281845	0.568930
9	15493443	15493573	1.409884	0.029878	-0.412999	0.311230	-0.137612	-0.387433
9	15494184	15494314	0.408878	-0.387216	-0.353144	-0.752869	-0.455124	-0.309344
9	15523453	15523583	-0.009130	0.443728	0.498721	0.679555	0.074123	0.581553
9	15533891	15534021	0.761104	0.351829	0.003276	0.097536	0.021123	-0.145570
9	15534107	15534618	-0.337785	-0.372367	-0.142948	-0.050843	0.044719	0.016081
9	15681968	15682098	-0.401233	0.366834	0.604195	0.131013	0.399534	-0.305592
9	15685140	15685647	0.010422	-0.051150	-0.289315	-0.046863	0.079471	0.095997
9	15813072	15813228	0.270643	0.736335	0.670687	-0.262861	0.135824	0.985240
9	15880194	15880694	-0.016143	0.605167	0.344015	0.495549	0.537653	0.701355
9	16672852	16673008	-1.225580	-0.278808	0.167358	0.084285	1.480434	1.368623
9	17057529	17057659	0.542435	0.560908	0.190187	0.766625	0.819227	0.530705
9	17394993	17395123	-0.296125	0.972424	1.695001	-0.613251	0.298927	0.023069
9	17501759	17501864	-0.013401	1.546450	0.962487	0.061364	1.467243	1.875669
9	17686613	17687113	0.501910	0.132007	0.349760	0.625619	0.690939	0.763082
9	17745381	17745511	-0.823157	1.116564	1.207436	0.940650	0.476587	0.414251
9	18002707	18002829	0.362920	0.483543	0.980390	1.869404	1.551752	0.899625
9	18078552	18078708	0.424586	-0.168729	0.905860	0.626293	0.754888	0.448287
9	18116633	18116789	0.742314	-0.205064	0.471422	-0.598169	0.732337	0.554626
9	18163636	18164136	-0.277299	0.294644	0.298507	0.082571	0.349323	0.780094
9	18181909	18182039	0.052763	1.429302	0.712440	-0.052337	0.845362	1.408296
9	18230089	18230223	-0.027007	0.739720	0.411853	1.045543	0.387293	2.462520
9	18277623	18277765	0.578527	0.414601	0.543318	1.183860	0.541139	0.966520
9	18291794	18292514	0.243537	-0.025744	0.201084	-0.250807	0.085343	-0.115752
9	18412483	18412643	1.772602	0.835628	1.190879	0.520337	0.732727	-0.932816
9	18473405	18473934	0.161456	0.068080	0.160622	-0.273838	0.337117	0.071520
9	18498552	18498708	-1.703280	0.491727	0.548423	-0.279639	1.400364	0.512379
9	18744896	18745026	0.021497	0.262580	-0.289644	0.737352	1.861043	1.496868
9	18875340	18875470	0.557631	0.197014	0.731035	0.925216	1.065227	1.866944
9	19085106	19085241	-0.356795	0.368164	-0.174585	-0.195077	-0.255012	-0.096502
9	19167232	19167732	0.256286	0.073363	0.481774	0.038873	1.057202	0.715819
9	19205104	19205617	0.430420	0.292230	0.460527	0.168236	0.492301	1.136224
9	19375630	19375760	-0.440495	-0.234014	1.148221	-0.065064	1.796576	0.698673
9	19621778	19622500	-0.185521	-0.397946	-0.242794	-0.141378	0.343537	0.542592
9	19673185	19673341	0.150442	0.749926	0.855430	0.859750	1.795442	1.240000
9	19692601	19692731	-0.626062	0.181735	0.353512	0.112972	0.408258	0.068094
9	19782086	19782198	0.801167	0.629710	-0.019346	0.252335	0.582867	0.981716
9	20182791	20182947	-0.151099	-0.557923	0.341961	-0.309311	0.751109	0.543359
9	20191410	20191896	0.150868	-0.664977	0.370372	0.003836	0.067382	0.142791
9	20237457	20237601	-0.656304	-0.190666	0.155085	1.616923	1.158081	1.911177
9	20286378	20286534	-0.329559	-0.036172	0.986932	0.029957	1.250174	0.282097
9	20384918	20385456	0.186127	-0.152812	0.083691	-0.184598	-0.139562	-0.314519
9	20459655	20460236	0.411176	0.089490	0.036709	-0.260391	0.178230	-0.165471
9	20466939	20467451	-0.309860	0.188511	-0.272120	0.314700	0.382423	0.114229
9	20492500	20493027	0.181341	0.008759	0.402559	-0.077711	-0.053011	-0.268051
9	20493466	20493598	0.049472	0.548907	-0.065622	0.774635	-0.263650	0.876852
9	20521175	20521698	0.548000	0.711550	0.142153	0.089941	0.192725	-0.153357
9	20545388	20545522	-0.023972	1.412311	-0.175753	1.594122	0.378161	1.233209
9	20581052	20581676	0.329654	-0.132416	0.099527	-0.464755	-0.036327	-0.221463
9	20607080	20607905	0.269994	0.169894	0.176737	-0.055926	0.088459	-0.402286
9	20618273	20618429	-0.511325	-0.317815	0.194667	-0.407648	0.144324	0.009191
9	20643023	20643543	0.393639	-0.059831	0.104923	-0.131015	0.244340	0.150039
9	20644528	20645065	0.049172	0.406927	0.334008	0.255812	0.207666	-0.188182
9	20651449	20652241	-0.180020	-0.517670	-0.489425	-0.421849	-0.243929	-0.061857
9	20662269	20662769	-0.257079	0.148806	-0.027089	-0.164281	0.163443	-0.474586
9	20682166	20682353	0.504295	-0.143159	0.618388	-0.023173	0.217686	-0.304275
9	20715499	20715634	-1.186740	-0.623435	-1.197227	-0.142955	-0.489907	-0.399761
9	20740326	20740827	-0.144941	0.090145	-0.217486	-0.079121	0.030499	-0.264608
9	20744048	20744196	-0.434416	-0.053732	-0.189598	-0.027562	-0.228093	0.089618
9	20756949	20757455	-0.316803	0.266357	0.012081	0.356752	0.170671	0.495882
9	20765362	20765531	0.074042	-0.081242	0.226647	0.535501	1.236115	0.782503
9	20790278	20790408	-0.328510	-0.193825	0.146458	-0.071837	-0.608059	-0.538132
9	20794384	20794525	-0.436729	-0.047896	-0.543831	-0.237515	-0.506071	-0.507524
9	20804158	20804663	-0.583061	-0.626353	-0.406072	-0.238329	-0.133942	-0.441196
9	20830923	20831448	-0.313546	-0.422088	-0.372353	-0.044720	-0.302591	-0.396910
9	20857064	20857567	-0.535060	-0.278748	-0.628828	-0.295621	-0.257117	-0.327021
9	20861954	20862084	-0.474088	-0.438994	-0.745164	-0.460349	0.031921	-0.259640
9	20868586	20868716	0.341587	0.057871	-0.003584	-0.602657	-0.255998	-0.599739
9	20887906	20888484	0.130184	-0.026957	0.035917	-0.106631	0.110281	-0.077698
9	20889285	20889437	-0.159238	-0.781457	-0.732263	-0.653739	-1.020701	-0.440391
9	20898412	20898920	0.736108	0.275910	0.602438	0.392181	0.142990	-0.019847
9	20901424	20901916	-0.061248	0.031786	-0.327321	0.257033	0.395071	0.151669
9	20916288	20916436	-0.310536	0.235605	0.081259	0.022528	-0.018341	0.489186
9	20952354	20953196	0.638034	-0.091512	0.183696	-0.329928	0.024863	-0.340051
9	20961631	20961780	-0.309701	-0.094501	-0.284258	0.366620	-0.529528	0.572888
9	20976706	20977206	-0.222609	-0.213533	-0.222460	-0.859839	-0.404695	-0.932190
9	20983223	20983353	0.258011	-0.004466	0.219566	-0.074010	0.576553	0.774599
9	20997209	20997431	0.173759	0.298371	0.780884	0.484058	1.073388	0.188202
9	21002607	21003128	0.419273	0.370903	0.495901	-0.022974	0.260861	-0.375331
9	21015880	21016036	0.457971	-0.328655	-0.305950	-0.571564	-0.570455	-0.800095
9	21030610	21031127	0.353026	-0.428096	-0.345064	-0.282642	-0.017769	0.014570
9	21031427	21031568	-0.383759	-0.343472	-0.106612	-0.014731	0.002594	-0.215539
9	21031587	21031661	0.821722	-0.019912	0.299849	-0.463142	0.276719	-0.218543
9	21033149	21033650	-0.031551	-0.222999	0.112052	-0.182116	0.340855	0.043603
9	21073270	21073791	-0.191119	-0.009254	0.087462	-0.084191	0.090658	-0.137702
9	21091815	21092344	0.505439	-0.258493	-0.138118	-0.511535	0.145162	-0.363736
9	21131037	21131628	0.030608	-0.417369	-0.243787	-0.458511	-0.033881	-0.173138
9	21137346	21137486	-0.436618	0.222663	-0.908850	-0.490732	-0.491397	-0.285826
9	21146865	21146995	0.322936	-0.241740	-0.358038	-0.168085	-0.235452	-0.546998
9	21149720	21150280	0.232504	0.214481	0.379865	-0.145421	0.000648	-0.152831
9	21152862	21152998	-0.228154	-0.279543	-0.028021	0.261283	-0.286862	-0.160240
9	21161276	21161802	-0.078866	0.020641	-0.253599	-0.509431	-0.191009	-0.452648
9	21167820	21167950	0.170719	-0.130742	-0.424453	-0.515999	-0.355044	-0.367921
9	21168177	21168677	0.026472	0.265597	-0.093740	0.035836	0.064828	0.075875
9	21168801	21169307	-0.254870	-0.246058	-0.508118	-0.481025	-0.271335	-0.733670
9	21183561	21183692	-0.372835	-0.343595	0.769110	0.256474	0.247572	0.081187
9	21184021	21184151	0.697691	-0.308526	0.070734	-0.438430	-0.281153	-0.224442
9	21186730	21186860	0.037526	-0.610915	0.813104	0.466974	-0.025372	0.384540
9	21195006	21195513	-0.053438	-0.127401	0.219709	0.049810	0.202888	0.302211
9	21196178	21196342	-0.384620	-0.473151	0.485990	0.775891	0.398813	0.084709
9	21204154	21204284	-0.242257	-0.763023	-0.502298	0.260807	0.193560	0.004065
9	21213708	21213851	-0.321031	-0.186380	-0.207016	-0.356546	-0.573937	-0.546332
9	21220351	21220940	0.155427	-0.248658	-0.016415	-0.366007	-0.351397	-0.436243
9	21221616	21221785	-0.896030	-0.297112	-0.368354	0.190555	-0.320464	0.038026
9	21225262	21225420	-0.480169	-0.488563	-0.731554	-0.764966	-1.131476	-1.255369
9	21238580	21239154	1.142260	0.505134	0.422919	-0.258222	0.630090	0.036135
9	21239183	21239313	1.072715	-0.072079	0.742451	0.100954	0.179050	0.221072
9	21241277	21241777	-0.357134	-0.414486	-0.246255	-0.300132	-0.548947	-0.391013
9	21264958	21265466	0.119428	-0.301943	-0.118459	-0.724496	-0.132847	-0.201669
9	21309205	21309390	-0.677174	-0.662275	-0.956452	-0.670916	-0.863444	-0.022842
9	21313219	21313733	-0.428364	-0.313522	-0.233738	-0.289491	-0.430347	-0.389339
9	21320417	21320942	0.885487	0.005829	0.522070	0.007060	0.292149	0.054384
9	21321464	21321998	0.095114	-0.057284	-0.104695	-0.369006	-0.481136	-0.452962
9	21322293	21322496	-0.469434	-0.126041	-0.208183	-0.424965	-0.470604	-0.438060
9	21327662	21327916	0.321733	-0.122769	-0.284505	0.128924	-0.101889	0.042177
9	21327958	21328467	0.344585	-0.104439	0.049215	0.410260	0.492250	0.628026
9	21332600	21333100	0.205972	0.234235	0.884354	0.425983	0.452853	0.537496
9	21353099	21353599	-0.022995	-0.112185	-0.324648	-0.346289	-0.185271	-0.045437
9	21357245	21357747	-0.494889	-0.285797	-0.324988	0.239001	-0.304024	0.166899
9	21366643	21366773	-0.360597	0.055910	-0.216478	0.362701	0.027662	0.150031
9	21409835	21410335	0.106794	-0.338961	-0.493089	-0.112460	-0.391702	-0.422539
9	21411522	21412047	-0.544051	-0.179409	-0.048600	-0.378206	-0.027851	-0.393865
9	21424558	21425098	0.344194	-0.611474	-0.353722	-0.578377	-0.093232	-0.055960
9	21469175	21469316	-0.377681	-0.743939	-1.010150	0.014442	-0.253054	-0.104615
9	21509938	21510619	-0.062540	-0.025316	0.079167	-0.383647	-0.009258	-0.259191
9	21525111	21525611	-0.325751	-0.072789	-0.056208	-0.050365	-0.071010	-0.148347
9	21525928	21526432	0.450467	0.116999	0.039012	-0.075453	-0.017718	-0.233536
9	21546002	21546885	0.584342	-0.120530	0.163951	-0.351895	0.148468	-0.104380
9	21598335	21598468	-0.305812	-0.053222	-0.530006	0.435126	-0.951221	-0.465301
9	21601952	21602464	0.125269	-0.016651	-0.164653	0.080944	-0.077788	-0.026864
9	21609944	21610175	-0.611841	-0.444588	-0.545787	-0.663104	-0.270949	-0.498543
9	21615770	21616334	0.595604	-0.224089	0.043990	-0.706459	0.152749	-0.258648
9	21616439	21616650	0.865972	-0.072511	0.094909	-0.225459	0.126472	-0.008563
9	21625258	21625783	-0.167567	0.069750	0.477299	0.705102	1.055451	1.313772
9	21630754	21630910	-0.494137	-0.279274	-0.275503	-0.522552	-0.802904	-0.998336
9	21652442	21652572	-0.583635	-0.100826	0.050836	0.371651	0.812892	0.740066
9	21691956	21692094	-0.695970	0.595327	-0.177488	0.696708	0.055562	-0.042326
9	21723298	21723814	0.687944	0.231246	0.206313	0.031454	0.137023	-0.468297
9	21724033	21724583	0.652589	0.004183	0.190518	-0.304171	0.031331	-0.157654
9	21760121	21760889	0.213158	-0.058951	-0.004369	-0.333432	0.143453	-0.029244
9	21787017	21787165	0.259319	0.181599	-0.532937	-0.000601	-0.404099	-0.361963
9	21798326	21798826	0.729772	0.258736	0.375647	-0.117868	0.092144	0.229690
9	21804307	21804821	0.113742	-0.460765	-0.480203	-0.296249	-0.527438	-0.422311
9	21816838	21816968	0.267408	0.825004	-0.443421	0.088824	0.336679	0.136659
9	21840215	21840345	0.013883	-0.316125	-0.314758	-0.104720	-0.753290	-0.712540
9	21871030	21871160	-0.077155	0.146414	0.228364	-0.399176	-0.432856	-0.444258
9	21888496	21888652	-0.432458	-1.125257	0.530092	-0.586360	0.440679	0.443175
9	21917984	21918524	0.631239	-0.209969	0.286867	-0.231364	0.209829	-0.093638
9	21927298	21927798	-0.231945	-0.476864	0.085183	-0.307928	0.127181	-0.376876
9	21950271	21950777	0.085737	0.109154	0.427080	0.435907	0.118699	0.010563
9	21978166	21978305	-0.299391	0.040513	-0.855638	-0.177088	-0.563062	-0.297850
9	22054617	22055210	-0.085730	0.264021	0.284251	-0.018322	0.124108	0.119842
9	22066541	22066671	-0.105194	-0.597353	-0.879834	-0.016490	-0.487472	-0.657590
9	22070621	22071133	0.545658	-0.088468	0.255342	-0.293971	0.041333	-0.078641
9	22071225	22071742	0.444217	0.052615	0.396680	-0.006747	0.261163	-0.064172
9	22095952	22096467	0.183661	-0.015773	-0.482858	-0.296154	-0.523691	-0.641356
9	22116920	22117523	0.158429	0.019316	0.099345	-0.223245	0.151605	-0.084653
9	22118174	22118325	-0.327271	-0.381058	-0.408129	0.096336	-0.383982	0.150330
9	22123118	22123618	-0.032860	-0.308437	0.189557	0.281648	0.575465	1.111069
9	22138617	22138750	-1.080126	-0.854475	-0.744505	-0.272221	-0.522134	-0.065358
9	22143256	22143910	-0.397610	-0.205161	-0.217273	0.243071	-0.257509	-0.224926
9	22149465	22149598	-0.879436	-0.306008	0.374296	-0.266074	0.746437	0.624174
9	22155618	22155774	-0.462360	-0.364447	-0.299874	-0.104241	-0.714179	-0.356260
9	22156455	22157060	0.413759	-0.371204	-0.353538	-0.669714	-0.328606	-0.332237
9	22165094	22165173	-0.314364	0.114116	-0.094191	0.595372	-0.104840	0.258066
9	22225397	22225916	-0.109357	-0.530637	-0.549122	-0.794316	-0.713255	-0.393127
9	22230694	22230824	-0.408980	-0.110764	-0.049266	0.332290	0.140888	0.509631
9	22259713	22260213	0.114293	-0.029479	-0.052465	-0.342741	-0.241835	0.234459
9	22307527	22308058	-0.126076	-0.233388	-0.420889	-0.338033	-0.318629	-0.580415
9	22372906	22373012	-0.959524	0.677858	-0.455401	-0.502085	0.176921	0.286550
9	22388957	22389552	0.663086	0.481096	0.373508	-0.366049	0.042909	0.061693
9	22411215	22411783	-0.039281	-0.346089	-0.137287	-0.681047	-0.409343	-0.651326
9	22429767	22430412	0.270265	-0.281900	0.098043	0.111883	-0.380548	-0.264489
9	22457344	22457943	-0.411883	-0.237163	-0.167259	-0.045490	-0.134422	-0.031997
9	22467227	22467357	-0.300787	0.365375	0.967414	0.570420	0.652988	0.097814
9	22468181	22468681	0.715788	0.228382	0.600785	-0.236809	0.362288	-0.045841
9	22475371	22475961	0.322221	-0.361949	-0.083533	-0.367462	-0.018945	-0.090535
9	22518583	22519086	-0.715107	-0.036902	-0.332802	0.148440	0.034818	-0.081538
9	22533197	22533328	-0.453461	0.036621	0.000163	0.965861	0.063594	0.517853
9	22557309	22557810	-0.260628	0.061689	0.089249	0.233935	0.040240	-0.015526
9	22641198	22641333	-0.788483	0.331605	0.949486	0.565338	0.546635	0.974820
9	22649699	22649829	-0.930348	-0.933455	-0.124466	0.470087	0.820500	0.477315
9	22709067	22709198	0.134898	0.149799	0.195223	0.712594	0.076199	-0.046797
9	22713225	22713725	-0.572560	-0.023468	0.051250	0.115604	0.157718	0.008166
9	22732633	22733133	-0.059516	-0.516241	0.411078	-0.248213	1.056277	0.660791
9	22846909	22847039	-1.099784	0.491449	-0.759337	-0.324487	0.659492	0.226460
9	22895826	22896326	0.277782	-0.539511	0.171438	0.184286	1.086907	0.772311
9	22906911	22907067	0.586087	0.646418	0.520927	0.283212	0.456475	1.683688
9	22916997	22917077	0.179177	1.314564	0.137845	1.151718	0.748651	1.626577
9	23016867	23016998	-0.306647	0.970911	-1.447569	0.741644	-0.481844	0.483429
9	23027718	23027850	-0.074805	0.114379	0.257899	0.538326	0.089763	0.045022
9	23212454	23212594	-0.126371	-0.375066	-0.124684	0.450357	-0.215551	-0.124689
9	23249986	23250486	-0.182680	0.021951	-0.065946	-0.130826	0.113784	-0.383692
9	23284865	23285760	-0.071082	-0.479637	0.476176	-0.139139	0.517617	0.588183
9	23285899	23286398	0.243819	-0.062356	0.491755	0.000934	1.365267	0.830495
9	23463324	23463454	0.462070	0.516404	0.496548	0.062775	-0.494197	-0.068331
9	23518774	23518930	-0.455359	-0.431482	0.013098	1.141648	0.351582	1.115368
9	23533762	23534262	0.013280	0.029789	-0.206515	0.668315	-0.075474	0.171439
9	23567181	23567352	-0.236659	0.014198	-0.760971	-0.215294	-0.364596	-0.242327
9	23570089	23570589	0.457299	-0.150925	-0.206817	-0.210297	-0.147600	-0.509482
9	23580962	23581469	-0.236903	0.143092	0.081002	0.319451	-0.169051	0.080409
9	23665938	23666438	0.059725	0.183110	0.352872	0.393633	1.079409	0.727973
9	24119361	24119861	-0.386470	-0.165727	0.017208	0.855977	-0.043019	0.799588
9	24274322	24274822	0.135150	-0.198561	0.270470	-0.040894	0.493093	0.238817
9	24503077	24503773	0.774663	0.274059	0.572121	-0.072145	0.429172	0.407710
9	24516787	24517287	-0.247219	0.282900	0.075186	0.148845	0.292603	-0.289877
9	24531660	24532160	0.484265	0.554691	0.083944	0.446633	0.128812	0.377188
9	24532256	24532756	0.393318	-0.159182	0.080690	0.300132	0.812112	0.430141
9	24680409	24680539	0.170381	-0.646462	0.832308	-0.910721	1.894265	-0.100144
9	24926891	24927047	0.622913	0.831371	0.404904	-0.159394	1.214844	-0.009957
9	25027530	25028038	-0.499182	-0.440626	-0.385363	0.493001	-0.047608	0.455450
9	25041585	25042085	-0.076117	0.431492	0.099985	0.745046	0.478284	0.756747
9	25104784	25104917	0.331546	0.600423	-0.326536	0.522310	-0.154060	0.491581
9	25151547	25152104	1.010101	-0.001878	0.353462	-0.304684	0.088214	0.067839
9	25167320	25167899	0.005114	-0.109937	0.173644	-0.073265	-0.303728	-0.028052
9	25185795	25186295	0.037053	0.115334	-0.043017	0.065533	-0.336635	0.216366
9	25191682	25191785	-1.313788	0.056799	0.158322	-0.063185	0.403097	0.722742
9	25196808	25196944	0.581298	-0.425594	-0.065660	-0.221835	-0.128235	-0.417647
9	25220006	25220136	0.103296	0.175288	-0.154356	0.923471	0.171521	1.298429
9	25251853	25252804	0.765290	-0.141234	0.176009	-0.302301	-0.024112	-0.127214
9	25309695	25310199	0.133541	0.169625	0.157845	1.017905	0.593083	1.309513
9	25348798	25348954	0.015616	-0.713287	1.252472	0.300274	0.637858	0.563388
9	25427277	25427433	0.032290	0.127671	0.962355	0.496993	0.413841	0.619360
9	25592032	25592532	-0.293665	-0.317094	-0.189960	-0.144662	-0.309135	0.222131
9	25655956	25656456	-0.314431	-0.004461	-0.249283	0.820950	-0.032090	0.722273
9	25684826	25684958	-0.532299	0.438004	0.194748	0.428688	0.731519	0.646594
9	25780697	25780808	-1.296136	1.036442	0.610440	0.527562	1.342675	2.231935
9	25832311	25832441	-0.189612	1.113088	0.373719	0.089497	0.577878	0.629924
9	25928628	25928742	1.463352	0.737774	0.384216	0.628532	0.202017	0.837572
9	25990787	25990892	-1.151049	-0.691559	1.073099	-0.611152	0.638288	0.566852
9	26106048	26106178	0.579602	0.280671	1.147051	-0.393330	0.242897	0.385474
9	26167305	26167805	0.173266	0.010056	0.217928	-0.099626	0.940731	0.830345
9	26385221	26385353	-0.732882	-0.498241	0.040580	1.277452	0.308086	1.306693
9	26776107	26776607	-0.396869	0.150746	-0.040731	0.886088	0.356759	1.073869
9	26999386	26999909	0.086932	-0.097325	-0.117780	-0.226270	-0.013896	-0.011077
9	27023727	27023928	-0.501076	-0.314806	-0.018041	0.240242	-0.065816	0.784267
9	27026590	27027103	-0.127421	0.014727	0.385881	0.619851	0.872983	0.985247
9	27029926	27030887	0.102838	0.281563	0.120013	-0.429286	0.094671	-0.271606
9	27106244	27106378	0.008458	0.979180	-0.166739	0.823095	0.371743	0.226931
9	27109627	27109757	1.323134	0.087800	1.087331	0.980728	0.370298	0.969283
9	27119301	27119471	0.539821	0.168031	0.359242	0.223477	0.204864	0.497812
9	27176141	27176636	-0.078935	0.346956	0.135596	0.679073	-0.017917	0.854257
9	27287377	27287877	-0.665493	-0.068448	0.077882	0.117478	0.132130	0.254976
9	27326057	27326195	-0.097933	0.335138	-0.243350	0.948464	-0.336457	0.802036
9	27409774	27410274	-0.448921	0.396498	-0.099798	0.549130	0.382013	0.256492
9	27413861	27414361	-1.085472	0.490325	-0.560179	-0.060494	-0.264060	0.034736
9	27516182	27516312	-0.301906	1.347385	0.564219	0.726731	0.946535	0.293025
9	27739422	27739560	-0.337397	-0.280690	-0.334230	0.582016	0.000769	0.346556
9	27754692	27754822	0.729558	-0.642400	0.367243	0.853517	0.776648	0.433968
9	28247952	28248084	-0.583623	0.070627	0.455050	0.477764	0.718241	0.625500
9	28261318	28261821	0.062532	0.250818	0.083353	0.713255	0.215697	0.666072
9	28341915	28342045	0.682833	0.055188	0.506712	0.355320	1.151943	0.186296
9	28405949	28406079	-0.181720	0.358742	-0.170346	0.313637	0.040167	1.172345
9	28800742	28800855	-0.550026	-0.710901	-0.475685	0.073565	-0.501072	-0.070062
9	29146022	29146175	-0.496008	0.214285	-0.190174	1.079001	0.022628	0.283975
9	29250941	29251075	-2.197130	0.176525	-0.451741	-0.055855	0.010127	0.693977
9	29408062	29408240	0.771329	-0.080757	0.577598	0.340787	0.337862	0.173842
9	29514860	29515474	0.219085	-0.078977	-0.056947	-0.769128	-0.502116	-0.757400
9	29520470	29520970	0.197652	-0.087412	-0.220092	-0.273498	0.373628	0.113708
9	29552751	29552899	0.216888	1.553209	0.011147	0.279207	1.993928	0.489125
9	29568499	29568629	1.034015	0.262308	0.733686	0.113722	1.492971	0.804546
9	29585892	29586392	0.017932	0.202815	0.138634	-0.084722	-0.081737	0.331836
9	29617080	29617618	-0.308272	-0.455215	-0.189912	-0.337318	-0.487804	-0.356182
9	29643209	29643710	-0.022931	0.007984	-0.196118	0.240286	0.101192	0.323890
9	29647735	29648255	0.248434	-0.347582	-0.373272	-0.402275	-0.302728	-0.162834
9	29650596	29651096	-0.023542	-0.425223	0.240306	-0.078990	0.112832	0.029728
9	29661397	29661900	0.099727	-0.411752	0.043241	0.394083	-0.220373	0.075601
9	30138082	30138212	0.127953	-0.412340	-0.075171	1.043451	-0.001290	0.390801
9	30264924	30265072	-0.305118	0.479502	-0.170218	-0.241225	-0.319130	0.101510
9	30315400	30315530	-0.983635	0.104752	-0.492587	0.427313	-0.394452	0.086314
9	30355275	30355431	-0.247147	0.101944	0.913452	-0.438332	0.878015	0.860783
9	30423073	30423206	-0.102293	0.089550	0.047390	0.320785	0.024984	0.127097
9	30426733	30427240	0.771023	0.027681	0.051663	0.008269	0.104790	-0.229552
9	30438633	30438773	-1.697850	0.546650	-0.065858	0.342879	-0.360989	-0.149537
9	30448521	30448653	-1.149217	1.237578	0.824543	1.303117	0.145526	1.157739
9	30480429	30480943	-0.499242	0.172921	-0.234330	0.131745	0.229564	0.404613
9	30863283	30863413	-0.138600	0.879906	0.264597	0.144252	1.019526	0.124438
9	30937170	30937310	-1.140320	0.159694	-0.117446	-0.113823	0.218597	0.334465
9	30940447	30940588	-0.597707	-0.435550	-0.215925	0.020527	-0.235973	-0.102144
9	31030053	31030579	0.758632	0.226328	0.380796	-0.197029	0.201575	-0.191488
9	31082460	31082596	-0.910439	-0.045958	-0.406629	0.349147	-0.327455	0.280685
9	31086322	31086822	-0.626215	0.081329	-0.210205	0.371704	0.068796	0.319648
9	31130072	31130202	-0.360194	0.138028	-0.882548	0.085662	-0.514931	0.026501
9	31145704	31145834	-0.847718	-0.354084	0.063176	-0.216583	-0.410421	0.174467
9	31151196	31151328	0.130401	0.172821	0.579364	1.357154	1.162934	0.805855
9	31176501	31176631	0.433556	-0.187100	0.579916	-0.147272	-0.182371	0.489224
9	31211612	31212136	0.305246	-0.200960	-0.020198	-0.456000	-0.164345	-0.101991
9	31243626	31243756	-0.902980	-0.117021	0.630698	0.274795	-0.319411	0.017104
9	31265967	31266538	0.340271	0.610243	0.839899	0.511651	0.393126	0.555460
9	31279963	31280769	0.248203	0.096862	0.030669	-0.404650	-0.044605	-0.205754
9	31290018	31290560	0.392004	-0.018557	0.171071	-0.307116	0.190779	0.277779
9	31348955	31349104	-0.062461	-0.066262	-0.621687	-0.231750	-0.410432	-0.375808
9	31385858	31386401	0.715661	0.177597	0.470535	-0.239189	0.200924	0.093472
9	31400584	31400715	-0.136060	-0.208832	-0.627708	0.170293	-0.337796	-0.306094
9	31405342	31405474	-1.369560	-0.244077	0.129081	0.192489	0.214878	0.373500
9	31418946	31419104	-0.707164	-0.210538	-0.416063	-0.076929	0.106807	0.755518
9	31543282	31543793	-0.802605	0.217152	-0.588025	0.330798	-0.035039	-0.044684
9	31559402	31559905	-0.451449	0.129859	0.253322	0.090108	0.147073	0.007451
9	31841248	31841390	0.307616	0.045059	-0.027738	0.310012	-0.159159	0.259747
9	31925790	31926295	-0.308217	0.271998	0.137168	0.425524	0.283217	0.140711
9	32159015	32159520	-0.914894	-0.094249	-0.218971	0.024554	0.165527	0.441778
9	32271964	32272469	0.182331	0.186083	0.140900	0.713103	0.610612	0.361038
9	32350282	32350786	-0.773855	0.371137	-0.461972	0.131757	-0.172780	-0.065237
9	32388239	32388390	-0.120679	-0.233694	0.386943	0.529582	-0.011781	0.381808
9	32391172	32391315	-0.023179	0.787137	0.210985	0.949090	0.723410	0.996525
9	32405233	32405743	0.349219	0.329818	0.624752	0.701823	0.312383	0.606020
9	32425408	32425932	1.483565	1.504147	1.807076	1.532768	1.670045	1.469613
9	32444051	32444181	0.490070	1.407942	0.562388	0.238280	0.255537	-0.537723
9	32445905	32446041	-0.238587	-0.128003	-0.049438	0.727570	0.111243	0.158544
9	32504011	32504536	0.445572	0.520860	0.666478	0.549445	0.618882	0.183993
9	32508832	32508962	0.300628	-0.285133	-0.310658	-0.386380	0.033622	-0.370553
9	32509730	32510230	0.389615	0.079361	-0.062864	0.283328	0.184490	0.126309
9	32515978	32516134	0.838102	0.491137	0.929047	0.302153	0.512363	0.178823
9	32516543	32517047	0.394018	0.833707	0.531918	0.315460	0.101255	0.370108
9	32539314	32539460	-0.159029	0.091704	-0.094239	-0.141477	-0.023064	-0.456519
9	32540189	32540319	0.724843	-0.528542	-0.193119	-0.185364	-0.336420	0.045570
9	32541347	32541477	0.308053	-0.397664	-0.466075	-0.425247	-0.283647	0.090039
9	32544745	32544875	-0.348807	0.229566	-0.460984	0.295886	0.074380	-0.201559
9	32562646	32562808	0.296855	-0.489604	0.124432	0.342638	-0.013550	-0.256515
9	32585440	32585571	0.161649	0.431396	0.005517	-0.014652	0.015113	0.028763
9	32589861	32590372	-0.655595	-0.138898	-0.226521	0.309326	-0.057260	0.101428
9	32591694	32592203	0.052663	0.346432	0.350763	0.056445	-0.025912	0.246456
9	32612840	32613353	0.290940	0.500154	0.273355	0.835854	1.338303	1.396089
