#geneID	Treated_vs_Control
ENSMUSG00000065802	0.0741
ENSMUSG00000065803	0.5584
ENSMUSG00000065804	0.3493
ENSMUSG00000065807	0.1633
ENSMUSG00000065815	-0.3565
ENSMUSG00000065825	-0.1361
ENSMUSG00000065843	0.1907
ENSMUSG00000065845	-0.1351
ENSMUSG00000065859	0.5273
ENSMUSG00000065865	0.1804
ENSMUSG00000065866	-0.5639
ENSMUSG00000065869	-0.4828
ENSMUSG00000065872	-0.6162
ENSMUSG00000065876	-0.2752
ENSMUSG00000065887	2.5131
ENSMUSG00000065892	0.0169
ENSMUSG00000065898	-0.0522
ENSMUSG00000065903	0.4167
ENSMUSG00000065905	0.0663
ENSMUSG00000065907	1.0808
ENSMUSG00000065919	-0.1187
ENSMUSG00000065934	-0.0661
ENSMUSG00000065936	-0.2106
ENSMUSG00000065945	0.5531
ENSMUSG00000065947	-0.4817
ENSMUSG00000065956	-0.3330
ENSMUSG00000065987	-0.0831
ENSMUSG00000066026	0.2989
ENSMUSG00000066036	0.6426
ENSMUSG00000066058	-0.9253
ENSMUSG00000066061	-0.0967
ENSMUSG00000066071	-0.0306
ENSMUSG00000066072	-0.2352
ENSMUSG00000066090	-0.0256
ENSMUSG00000066097	0.3996
ENSMUSG00000066108	-0.2137
ENSMUSG00000066122	-0.5869
ENSMUSG00000066148	0.0944
ENSMUSG00000066149	0.0515
ENSMUSG00000066150	-0.0863
ENSMUSG00000066189	-0.3757
ENSMUSG00000066232	0.3216
ENSMUSG00000066235	-0.2089
ENSMUSG00000066239	0.0869
ENSMUSG00000066240	-0.2668
ENSMUSG00000066241	0.5652
ENSMUSG00000066242	0.5253
ENSMUSG00000066257	-0.4301
ENSMUSG00000066262	-0.2236
ENSMUSG00000066263	-0.3439
ENSMUSG00000066268	-0.2494
ENSMUSG00000066269	1.4692
ENSMUSG00000066272	0.1933
ENSMUSG00000066273	0.1001
ENSMUSG00000066278	0.4295
ENSMUSG00000066279	0.4702
ENSMUSG00000066324	-0.4725
ENSMUSG00000066359	-0.2224
ENSMUSG00000066366	-0.6905
ENSMUSG00000066392	-0.0576
ENSMUSG00000066406	-0.4217
ENSMUSG00000066441	-1.5854
ENSMUSG00000066442	0.2306
ENSMUSG00000066475	0.4789
ENSMUSG00000066512	0.0696
ENSMUSG00000066513	-1.1852
ENSMUSG00000066515	-0.1352
ENSMUSG00000066516	0.1090
ENSMUSG00000066551	-0.2381
ENSMUSG00000066652	-0.5634
ENSMUSG00000066671	0.3400
ENSMUSG00000066672	-0.5245
ENSMUSG00000066682	0.7042
ENSMUSG00000066684	0.1030
ENSMUSG00000066687	0.3987
ENSMUSG00000066704	-0.3150
ENSMUSG00000066714	-0.2697
ENSMUSG00000066720	0.2887
ENSMUSG00000066735	-0.7848
ENSMUSG00000066747	0.0261
ENSMUSG00000066748	0.0821
ENSMUSG00000066749	0.5911
ENSMUSG00000066750	0.5824
ENSMUSG00000066755	-0.1103
ENSMUSG00000066800	-0.2636
ENSMUSG00000066839	0.3784
ENSMUSG00000066861	0.1976
ENSMUSG00000066877	0.6124
ENSMUSG00000066896	0.0110
ENSMUSG00000066897	-0.2264
ENSMUSG00000066899	0.1706
ENSMUSG00000066905	0.8298
ENSMUSG00000066952	0.2292
ENSMUSG00000066979	0.9459
ENSMUSG00000067006	-0.0039
ENSMUSG00000067058	0.1436
ENSMUSG00000067064	0.5587
ENSMUSG00000067071	0.3305
ENSMUSG00000067144	-0.3837
ENSMUSG00000067148	2.3278
ENSMUSG00000067150	1.0095
ENSMUSG00000067158	-0.5424
ENSMUSG00000067186	-0.0536
ENSMUSG00000067199	-0.7312
ENSMUSG00000067201	0.4817
ENSMUSG00000067212	-0.5894
ENSMUSG00000067220	-1.3222
ENSMUSG00000067225	-0.1397
ENSMUSG00000067229	0.4121
ENSMUSG00000067231	-0.3735
ENSMUSG00000067235	-0.1810
ENSMUSG00000067274	-0.0207
ENSMUSG00000067279	0.0967
ENSMUSG00000067288	-0.2822
ENSMUSG00000067297	1.0029
ENSMUSG00000067336	0.3012
ENSMUSG00000067338	-0.6849
ENSMUSG00000067341	-0.5880
ENSMUSG00000067370	0.1730
ENSMUSG00000067441	2.1804
ENSMUSG00000067455	-0.1508
ENSMUSG00000067513	0.0126
ENSMUSG00000067519	-0.7583
ENSMUSG00000067522	-0.1975
ENSMUSG00000067524	0.7540
ENSMUSG00000067525	-0.1545
ENSMUSG00000067526	-0.4738
ENSMUSG00000067528	-0.1311
ENSMUSG00000067529	-0.2146
ENSMUSG00000067543	0.0798
ENSMUSG00000067545	0.2132
ENSMUSG00000067567	0.7386
ENSMUSG00000067586	-0.6535
ENSMUSG00000067591	0.1340
ENSMUSG00000067594	-0.1713
ENSMUSG00000067599	0.2059
ENSMUSG00000067604	0.3472
ENSMUSG00000067613	-0.1553
ENSMUSG00000067614	0.3635
ENSMUSG00000067615	-0.3053
ENSMUSG00000067629	-0.3008
ENSMUSG00000067653	0.2242
ENSMUSG00000067702	-0.3493
ENSMUSG00000067713	-0.5247
ENSMUSG00000067714	-0.1276
ENSMUSG00000067767	0.2157
ENSMUSG00000067813	-0.4771
ENSMUSG00000067818	0.3519
ENSMUSG00000067825	-0.1831
ENSMUSG00000067851	1.2752
ENSMUSG00000067860	0.4389
ENSMUSG00000067889	0.0520
ENSMUSG00000067971	-0.0748
ENSMUSG00000067995	2.0935
ENSMUSG00000068036	0.2674
ENSMUSG00000068037	0.0431
ENSMUSG00000068083	-0.3061
ENSMUSG00000068085	0.0822
ENSMUSG00000068086	0.4878
ENSMUSG00000068105	0.1538
ENSMUSG00000068122	0.0415
ENSMUSG00000068182	-0.3624
ENSMUSG00000068184	0.0882
ENSMUSG00000068196	0.0657
ENSMUSG00000068227	0.0939
ENSMUSG00000068259	0.2179
ENSMUSG00000068323	-0.2540
ENSMUSG00000068324	0.4366
ENSMUSG00000068329	-0.7286
ENSMUSG00000068335	0.2784
ENSMUSG00000068391	2.0215
ENSMUSG00000068396	-0.0992
ENSMUSG00000068417	0.1201
ENSMUSG00000068431	0.0049
ENSMUSG00000068437	0.0312
ENSMUSG00000068452	0.0048
ENSMUSG00000068457	-1.2132
ENSMUSG00000068523	-0.3171
ENSMUSG00000068535	0.5039
ENSMUSG00000068536	0.1384
ENSMUSG00000068547	0.7058
ENSMUSG00000068574	0.0589
ENSMUSG00000068587	0.1048
ENSMUSG00000068614	-0.1921
ENSMUSG00000068615	-0.1196
ENSMUSG00000068647	-0.4486
ENSMUSG00000068686	-0.3271
ENSMUSG00000068697	0.3064
ENSMUSG00000068699	-0.1508
ENSMUSG00000068739	0.1532
ENSMUSG00000068742	0.7598
ENSMUSG00000068745	0.1624
ENSMUSG00000068747	0.5780
ENSMUSG00000068748	-0.6796
ENSMUSG00000068749	0.0472
ENSMUSG00000068758	0.4959
ENSMUSG00000068762	0.0466
ENSMUSG00000068794	0.4028
ENSMUSG00000068798	-0.0219
ENSMUSG00000068806	0.3489
ENSMUSG00000068808	-0.0840
ENSMUSG00000068809	0.4849
ENSMUSG00000068814	-0.1676
ENSMUSG00000068815	0.3609
ENSMUSG00000068816	0.1357
ENSMUSG00000068817	-0.5843
ENSMUSG00000068818	-0.1218
ENSMUSG00000068819	-0.1728
ENSMUSG00000068824	1.1886
ENSMUSG00000068854	-0.2832
ENSMUSG00000068855	1.5186
ENSMUSG00000068856	0.5323
ENSMUSG00000068874	0.3266
ENSMUSG00000068876	-0.4727
ENSMUSG00000068877	-0.1344
ENSMUSG00000068882	-0.4011
ENSMUSG00000068885	0.8293
ENSMUSG00000068887	0.3444
ENSMUSG00000068888	-0.4235
ENSMUSG00000068889	0.0628
ENSMUSG00000068890	-0.1560
ENSMUSG00000068921	-0.5865
ENSMUSG00000068947	-1.1745
ENSMUSG00000068950	-0.5670
ENSMUSG00000069020	-0.2920
ENSMUSG00000069038	0.1716
ENSMUSG00000069041	0.4557
ENSMUSG00000069053	0.6927
ENSMUSG00000069089	-0.2457
ENSMUSG00000069094	-0.4249
ENSMUSG00000069189	0.0019
ENSMUSG00000069248	-0.0287
ENSMUSG00000069259	-0.3413
ENSMUSG00000069265	0.0087
ENSMUSG00000069266	0.3945
ENSMUSG00000069267	1.4353
ENSMUSG00000069268	-0.1908
ENSMUSG00000069270	0.5195
ENSMUSG00000069272	2.6449
ENSMUSG00000069273	0.4939
ENSMUSG00000069274	0.5408
ENSMUSG00000069300	-0.1924
ENSMUSG00000069301	-0.0474
ENSMUSG00000069302	2.8471
ENSMUSG00000069303	0.3972
ENSMUSG00000069305	-0.4798
ENSMUSG00000069306	0.2386
ENSMUSG00000069307	0.0423
ENSMUSG00000069308	0.3785
ENSMUSG00000069309	-0.1388
ENSMUSG00000069310	-0.2646
ENSMUSG00000069378	-0.0254
ENSMUSG00000069390	0.0821
ENSMUSG00000069421	-0.7170
ENSMUSG00000069430	-0.3138
ENSMUSG00000069441	-0.1204
ENSMUSG00000069456	0.0358
ENSMUSG00000069495	2.5466
ENSMUSG00000069515	-0.1880
ENSMUSG00000069516	0.3941
ENSMUSG00000069565	-0.3025
ENSMUSG00000069601	0.0456
ENSMUSG00000069631	-0.1250
ENSMUSG00000069633	-0.5673
ENSMUSG00000069662	-0.3889
ENSMUSG00000069678	0.2815
ENSMUSG00000069706	0.1469
ENSMUSG00000069707	0.0047
ENSMUSG00000069708	-0.2083
ENSMUSG00000069712	0.0618
ENSMUSG00000069729	-2.0340
ENSMUSG00000069733	0.1015
ENSMUSG00000069744	-0.6813
ENSMUSG00000069769	0.1472
ENSMUSG00000069805	1.1464
ENSMUSG00000069806	0.0191
ENSMUSG00000069816	-0.1897
ENSMUSG00000069818	-0.0023
ENSMUSG00000069823	-0.1807
ENSMUSG00000069830	-0.0349
ENSMUSG00000069833	0.0037
ENSMUSG00000069835	0.2309
ENSMUSG00000069867	-0.3248
ENSMUSG00000069873	-0.0550
ENSMUSG00000069874	0.3341
ENSMUSG00000069895	0.1448
ENSMUSG00000069917	0.1466
ENSMUSG00000069919	0.1925
ENSMUSG00000069998	-0.4677
ENSMUSG00000070002	0.5344
ENSMUSG00000070106	0.1777
ENSMUSG00000070126	0.6634
ENSMUSG00000070127	0.2084
ENSMUSG00000070140	-0.1431
ENSMUSG00000070141	-0.1385
ENSMUSG00000070144	-0.1065
ENSMUSG00000070173	0.4779
ENSMUSG00000070175	-0.8367
ENSMUSG00000070182	0.0988
ENSMUSG00000070203	0.2043
ENSMUSG00000070214	0.0788
ENSMUSG00000070225	0.3607
ENSMUSG00000070227	0.2881
ENSMUSG00000070236	-0.3289
ENSMUSG00000070263	0.4908
ENSMUSG00000070283	-0.5151
ENSMUSG00000070284	-0.3933
ENSMUSG00000070311	0.2065
ENSMUSG00000070332	-0.2363
ENSMUSG00000070348	0.5101
ENSMUSG00000070366	1.2034
ENSMUSG00000070369	0.4293
ENSMUSG00000070372	-0.2649
ENSMUSG00000070374	-0.0359
ENSMUSG00000070375	-0.3287
ENSMUSG00000070377	-0.1980
ENSMUSG00000070378	0.2851
ENSMUSG00000070379	-0.9097
ENSMUSG00000070380	-0.0927
ENSMUSG00000070382	-0.2212
ENSMUSG00000070383	0.0540
ENSMUSG00000070385	-0.1014
ENSMUSG00000070390	-0.2703
ENSMUSG00000070407	0.3962
ENSMUSG00000070417	0.2434
ENSMUSG00000070419	-0.4271
ENSMUSG00000070421	-0.2519
ENSMUSG00000070423	0.3921
ENSMUSG00000070438	1.1878
ENSMUSG00000070460	0.1593
ENSMUSG00000070464	-0.1188
ENSMUSG00000070473	0.0625
ENSMUSG00000070509	-0.4037
ENSMUSG00000070526	0.2368
ENSMUSG00000070565	-0.2508
ENSMUSG00000070570	0.5799
ENSMUSG00000070644	0.2764
ENSMUSG00000070645	-0.2217
ENSMUSG00000070687	0.9829
ENSMUSG00000070691	-0.1386
ENSMUSG00000070692	0.2680
ENSMUSG00000070699	-0.0250
ENSMUSG00000070704	-0.0841
ENSMUSG00000070719	-0.1168
ENSMUSG00000070738	0.4307
ENSMUSG00000070808	2.3577
ENSMUSG00000070810	0.1014
ENSMUSG00000070820	0.0989
ENSMUSG00000070821	-0.1624
ENSMUSG00000070852	-0.0696
ENSMUSG00000070853	0.4949
ENSMUSG00000070855	0.2747
ENSMUSG00000070856	-0.4628
ENSMUSG00000070857	0.5312
ENSMUSG00000070873	-0.0274
ENSMUSG00000070875	-0.0352
ENSMUSG00000070880	0.1009
ENSMUSG00000070904	0.0294
ENSMUSG00000070923	0.5571
ENSMUSG00000070934	-0.4737
ENSMUSG00000070939	-0.3708
ENSMUSG00000070942	-0.0290
ENSMUSG00000070943	-0.5243
ENSMUSG00000070983	0.3290
ENSMUSG00000070985	-0.3411
ENSMUSG00000071000	-0.2540
ENSMUSG00000071005	1.3007
ENSMUSG00000071014	-0.0993
ENSMUSG00000071037	-0.0155
ENSMUSG00000071042	-0.3902
ENSMUSG00000071047	-0.1246
ENSMUSG00000071065	-0.7467
ENSMUSG00000071072	-0.1262
ENSMUSG00000071076	0.2963
ENSMUSG00000071112	0.1035
ENSMUSG00000071147	0.5114
ENSMUSG00000071149	0.9864
ENSMUSG00000071150	-0.3312
ENSMUSG00000071169	0.5012
ENSMUSG00000071172	0.0802
ENSMUSG00000071177	0.0282
ENSMUSG00000071178	-0.3663
ENSMUSG00000071185	0.0768
ENSMUSG00000071203	-0.3963
ENSMUSG00000071207	-0.5293
ENSMUSG00000071226	1.1830
ENSMUSG00000071230	-0.3837
ENSMUSG00000071275	-0.8128
ENSMUSG00000071276	0.8797
ENSMUSG00000071317	-0.4613
ENSMUSG00000071350	-0.2208
ENSMUSG00000071359	2.9070
ENSMUSG00000071369	1.4108
ENSMUSG00000071415	-0.2697
ENSMUSG00000071424	0.1850
ENSMUSG00000071452	-0.1696
ENSMUSG00000071478	-1.4482
ENSMUSG00000071481	0.2902
ENSMUSG00000071489	-0.2113
ENSMUSG00000071494	-0.1503
ENSMUSG00000071510	-0.4473
ENSMUSG00000071516	2.6448
ENSMUSG00000071517	-0.0452
ENSMUSG00000071519	0.4531
ENSMUSG00000071521	-0.2118
ENSMUSG00000071522	0.2296
ENSMUSG00000071540	0.2985
ENSMUSG00000071552	0.0959
ENSMUSG00000071553	-0.7230
ENSMUSG00000071629	-0.5670
ENSMUSG00000071633	-0.1217
ENSMUSG00000071644	0.4496
ENSMUSG00000071646	-0.6462
ENSMUSG00000071649	-0.4773
ENSMUSG00000071650	-0.3188
ENSMUSG00000071655	0.1641
ENSMUSG00000071658	-0.7454
ENSMUSG00000071662	2.5361
ENSMUSG00000071708	-0.1736
ENSMUSG00000071711	0.1375
ENSMUSG00000071713	0.0543
ENSMUSG00000071714	0.1402
ENSMUSG00000071715	0.2807
ENSMUSG00000071723	-0.7163
ENSMUSG00000071764	-0.3309
ENSMUSG00000071816	0.7874
ENSMUSG00000071847	0.3289
ENSMUSG00000071856	-0.4500
ENSMUSG00000071866	0.0089
ENSMUSG00000072115	-0.4320
ENSMUSG00000072214	-0.1729
ENSMUSG00000072235	0.1446
ENSMUSG00000072423	0.5234
ENSMUSG00000072494	-0.0781
ENSMUSG00000072572	0.2675
ENSMUSG00000072598	-0.6998
ENSMUSG00000072625	-0.0808
ENSMUSG00000072707	-0.5833
ENSMUSG00000072708	0.2205
ENSMUSG00000072709	-0.1832
ENSMUSG00000072718	0.4637
ENSMUSG00000072720	0.4450
ENSMUSG00000072789	-0.9901
ENSMUSG00000072791	0.0430
ENSMUSG00000072849	-0.1832
ENSMUSG00000072872	-0.3233
ENSMUSG00000072946	-0.2535
ENSMUSG00000072949	-0.3901
ENSMUSG00000073002	0.1748
ENSMUSG00000073079	0.2605
ENSMUSG00000073110	-0.1276
ENSMUSG00000073111	0.1140
ENSMUSG00000073402	-0.0743
ENSMUSG00000073406	0.5355
ENSMUSG00000073409	-0.1145
ENSMUSG00000073411	-0.1970
ENSMUSG00000073418	0.1720
ENSMUSG00000073421	-0.8000
ENSMUSG00000073422	-0.0775
ENSMUSG00000073433	-0.6197
ENSMUSG00000073435	-0.2816
ENSMUSG00000073436	-0.0654
ENSMUSG00000073460	-0.2777
ENSMUSG00000073489	1.1285
ENSMUSG00000073494	-0.1038
ENSMUSG00000073557	-0.1366
ENSMUSG00000073559	0.4186
ENSMUSG00000073563	-0.4680
ENSMUSG00000073601	0.4564
ENSMUSG00000073602	0.2185
ENSMUSG00000073678	0.1799
ENSMUSG00000073702	-0.2368
ENSMUSG00000073705	0.2651
ENSMUSG00000073725	0.3758
ENSMUSG00000073768	0.1780
ENSMUSG00000073769	-0.4069
ENSMUSG00000073791	0.0973
ENSMUSG00000073792	2.5736
ENSMUSG00000073802	-0.1620
ENSMUSG00000073804	0.0693
ENSMUSG00000073811	0.4397
ENSMUSG00000073876	0.4485
ENSMUSG00000073877	0.3259
ENSMUSG00000073878	-0.2530
ENSMUSG00000073888	0.1634
ENSMUSG00000073889	0.1951
ENSMUSG00000073893	0.0724
ENSMUSG00000073896	-0.3048
ENSMUSG00000073897	0.0516
ENSMUSG00000073898	0.0851
ENSMUSG00000073899	-0.0582
ENSMUSG00000073900	0.3227
ENSMUSG00000073901	-0.6976
ENSMUSG00000073906	0.4744
ENSMUSG00000073907	0.1455
ENSMUSG00000073909	0.4035
ENSMUSG00000073913	-0.4355
ENSMUSG00000073914	-0.1135
ENSMUSG00000073915	0.2238
ENSMUSG00000073916	0.5190
ENSMUSG00000073917	0.3885
ENSMUSG00000073920	0.3136
ENSMUSG00000073922	0.0707
ENSMUSG00000073923	0.3816
ENSMUSG00000073924	-0.5234
ENSMUSG00000073925	-0.1631
ENSMUSG00000073926	-0.0223
ENSMUSG00000073927	-0.1591
ENSMUSG00000073928	-0.6916
ENSMUSG00000073931	-0.9858
ENSMUSG00000073932	0.0399
ENSMUSG00000073937	-0.7358
ENSMUSG00000073938	0.2188
ENSMUSG00000073940	0.3921
ENSMUSG00000073944	0.4175
ENSMUSG00000073945	0.0883
ENSMUSG00000073946	-0.2531
ENSMUSG00000073947	0.3025
ENSMUSG00000073948	-0.1945
ENSMUSG00000073949	-0.5881
ENSMUSG00000073950	-0.6438
ENSMUSG00000073951	-0.1419
ENSMUSG00000073952	-0.1539
ENSMUSG00000073953	0.0675
ENSMUSG00000073954	0.6115
ENSMUSG00000073955	0.4883
ENSMUSG00000073956	-0.2641
ENSMUSG00000073959	-0.0626
ENSMUSG00000073960	0.5735
ENSMUSG00000073961	-1.6910
ENSMUSG00000073962	0.8629
ENSMUSG00000073963	-0.2491
ENSMUSG00000073964	-0.1043
ENSMUSG00000073965	-1.2708
ENSMUSG00000073966	0.4338
ENSMUSG00000073967	0.2133
ENSMUSG00000073969	-1.5507
ENSMUSG00000073970	0.8285
ENSMUSG00000073971	-0.0353
ENSMUSG00000073972	-0.2004
ENSMUSG00000073973	-0.6826
ENSMUSG00000073974	-0.0790
ENSMUSG00000073975	0.5818
ENSMUSG00000073977	-0.6934
ENSMUSG00000073978	-0.0900
ENSMUSG00000073979	-0.3188
ENSMUSG00000073982	-0.0021
ENSMUSG00000073987	-0.1023
ENSMUSG00000073997	0.0186
ENSMUSG00000073998	0.5466
ENSMUSG00000074003	-0.3920
ENSMUSG00000074004	0.2126
ENSMUSG00000074037	-0.0640
ENSMUSG00000074064	0.4612
ENSMUSG00000074088	-0.3226
ENSMUSG00000074093	0.8315
ENSMUSG00000074121	-0.1167
ENSMUSG00000074129	0.0173
ENSMUSG00000074141	-0.4868
ENSMUSG00000074156	-0.5576
ENSMUSG00000074179	0.6056
ENSMUSG00000074183	0.4055
ENSMUSG00000074195	-0.2689
ENSMUSG00000074207	-0.0627
ENSMUSG00000074218	-0.1658
ENSMUSG00000074254	-0.1742
ENSMUSG00000074264	0.0518
ENSMUSG00000074268	-2.4055
ENSMUSG00000074364	-0.1704
ENSMUSG00000074375	-0.2281
ENSMUSG00000074377	-0.0435
ENSMUSG00000074403	0.0348
ENSMUSG00000074417	1.1013
ENSMUSG00000074419	0.1676
ENSMUSG00000074424	-0.2883
ENSMUSG00000074433	0.1003
ENSMUSG00000074434	0.2070
ENSMUSG00000074437	-0.0725
ENSMUSG00000074439	0.1257
ENSMUSG00000074440	-0.0085
ENSMUSG00000074441	0.3599
ENSMUSG00000074442	-0.4884
ENSMUSG00000074443	1.5376
ENSMUSG00000074444	0.2120
ENSMUSG00000074446	0.0662
ENSMUSG00000074447	0.1231
ENSMUSG00000074452	-0.4158
ENSMUSG00000074457	0.3721
ENSMUSG00000074483	0.8400
ENSMUSG00000074486	-0.6433
ENSMUSG00000074489	0.2790
ENSMUSG00000074576	-0.0464
ENSMUSG00000074582	-0.0402
ENSMUSG00000074604	-0.0733
ENSMUSG00000074622	0.1453
ENSMUSG00000074637	-0.0866
ENSMUSG00000074639	0.2661
ENSMUSG00000074652	0.0964
ENSMUSG00000074657	-0.3469
ENSMUSG00000074677	0.1367
ENSMUSG00000074682	0.0763
ENSMUSG00000074695	0.0353
ENSMUSG00000074698	2.1307
ENSMUSG00000074715	-0.5551
ENSMUSG00000074743	-0.7595
ENSMUSG00000074764	0.4698
ENSMUSG00000074768	0.0931
ENSMUSG00000074781	-0.0693
ENSMUSG00000074785	0.0660
ENSMUSG00000074797	0.0149
ENSMUSG00000074812	-0.1674
ENSMUSG00000074817	0.7593
ENSMUSG00000074841	0.4236
ENSMUSG00000074852	-0.3519
ENSMUSG00000074871	0.0503
ENSMUSG00000074882	-0.4785
ENSMUSG00000074886	0.0409
ENSMUSG00000074892	0.4449
ENSMUSG00000074895	-0.6382
ENSMUSG00000074899	0.6021
ENSMUSG00000074916	0.3058
ENSMUSG00000074923	-0.0081
ENSMUSG00000074930	-0.5816
ENSMUSG00000074934	-0.1320
ENSMUSG00000074939	-0.3913
ENSMUSG00000074945	0.1452
ENSMUSG00000074946	0.0549
ENSMUSG00000074947	0.1747
ENSMUSG00000074952	0.0019
ENSMUSG00000074955	0.1845
ENSMUSG00000074965	-0.4784
ENSMUSG00000074966	-0.2371
ENSMUSG00000074968	-0.1744
ENSMUSG00000074991	0.4107
ENSMUSG00000074995	-0.0293
ENSMUSG00000074996	0.2419
ENSMUSG00000074997	0.6342
ENSMUSG00000075000	0.6829
ENSMUSG00000075031	0.7119
ENSMUSG00000075040	-1.0307
ENSMUSG00000075061	-0.3859
ENSMUSG00000075062	0.3495
ENSMUSG00000075063	0.9827
ENSMUSG00000075064	-0.4196
ENSMUSG00000075065	-0.3041
ENSMUSG00000075066	0.0765
ENSMUSG00000075068	0.2416
ENSMUSG00000075069	0.2663
ENSMUSG00000075072	1.0480
ENSMUSG00000075073	-0.1041
ENSMUSG00000075074	0.3147
ENSMUSG00000075075	0.2385
ENSMUSG00000075078	-0.0451
ENSMUSG00000075079	0.5869
ENSMUSG00000075081	0.1919
ENSMUSG00000075084	0.0533
ENSMUSG00000075085	-0.0510
ENSMUSG00000075086	-0.3859
ENSMUSG00000075088	-0.1522
ENSMUSG00000075090	-0.0860
ENSMUSG00000075091	-0.3843
ENSMUSG00000075092	0.5826
ENSMUSG00000075093	0.1908
ENSMUSG00000075094	0.1529
ENSMUSG00000075095	-1.5244
ENSMUSG00000075097	0.1654
ENSMUSG00000075099	-0.4551
ENSMUSG00000075100	-0.3294
ENSMUSG00000075101	-0.3334
ENSMUSG00000075102	0.2989
ENSMUSG00000075104	-0.1846
ENSMUSG00000075105	-0.0784
ENSMUSG00000075107	0.2222
ENSMUSG00000075110	0.0713
ENSMUSG00000075111	-0.2658
ENSMUSG00000075112	-0.4830
ENSMUSG00000075113	0.6851
ENSMUSG00000075114	-0.6308
ENSMUSG00000075115	-0.4902
ENSMUSG00000075117	0.1561
ENSMUSG00000075119	-0.0241
ENSMUSG00000075120	-0.8086
ENSMUSG00000075121	0.6304
ENSMUSG00000075122	-0.4347
ENSMUSG00000075125	0.1174
ENSMUSG00000075126	-0.1406
ENSMUSG00000075127	-0.0697
ENSMUSG00000075128	0.0512
ENSMUSG00000075132	-0.0626
ENSMUSG00000075133	-0.7560
ENSMUSG00000075136	0.0607
ENSMUSG00000075137	0.5193
ENSMUSG00000075139	0.4921
ENSMUSG00000075140	-0.3669
ENSMUSG00000075141	-0.4636
ENSMUSG00000075142	-0.2790
ENSMUSG00000075143	0.2697
ENSMUSG00000075144	0.1809
ENSMUSG00000075145	-0.4663
ENSMUSG00000075146	-2.2317
ENSMUSG00000075148	0.5338
ENSMUSG00000075149	0.4882
ENSMUSG00000075150	0.2082
ENSMUSG00000075151	0.0210
ENSMUSG00000075153	-0.1419
ENSMUSG00000075155	0.0643
ENSMUSG00000075156	-0.3386
ENSMUSG00000075158	0.1514
ENSMUSG00000075159	0.0786
ENSMUSG00000075160	0.4685
ENSMUSG00000075161	0.3050
ENSMUSG00000075163	-0.2144
ENSMUSG00000075164	0.0115
ENSMUSG00000075166	-0.2523
ENSMUSG00000075167	0.1773
ENSMUSG00000075168	0.1523
ENSMUSG00000075169	-0.2787
ENSMUSG00000075170	-0.0695
ENSMUSG00000075171	0.0400
ENSMUSG00000075172	0.1052
ENSMUSG00000075174	0.0101
ENSMUSG00000075175	0.5053
ENSMUSG00000075176	0.0441
ENSMUSG00000075179	-0.3197
ENSMUSG00000075181	-0.1351
ENSMUSG00000075185	-0.2297
ENSMUSG00000075186	-0.7259
ENSMUSG00000075187	0.0185
ENSMUSG00000075188	-1.1012
ENSMUSG00000075189	-0.9087
ENSMUSG00000075190	0.8058
ENSMUSG00000075192	-0.0355
ENSMUSG00000075193	0.0660
ENSMUSG00000075194	-0.4052
ENSMUSG00000075195	0.0116
ENSMUSG00000075196	-0.5429
ENSMUSG00000075197	0.1693
ENSMUSG00000075198	0.5771
ENSMUSG00000075199	-0.1745
ENSMUSG00000075200	-0.0453
ENSMUSG00000075201	0.3083
ENSMUSG00000075202	-0.1579
ENSMUSG00000075203	0.2271
ENSMUSG00000075204	0.1874
ENSMUSG00000075205	0.7545
ENSMUSG00000075206	-0.4197
ENSMUSG00000075208	-0.1392
ENSMUSG00000075209	0.1836
ENSMUSG00000075210	0.1189
ENSMUSG00000075211	-0.0408
ENSMUSG00000075212	0.4202
ENSMUSG00000075214	-0.1626
ENSMUSG00000075215	0.1016
ENSMUSG00000075218	0.5870
ENSMUSG00000075219	0.3295
ENSMUSG00000075220	-0.5014
ENSMUSG00000075221	0.4696
ENSMUSG00000075222	-0.4257
ENSMUSG00000075223	0.4153
ENSMUSG00000075232	0.0792
ENSMUSG00000075254	0.2538
ENSMUSG00000075270	-0.0329
ENSMUSG00000075276	0.2563
ENSMUSG00000075284	-0.3261
ENSMUSG00000075289	-1.1564
ENSMUSG00000075296	-0.1143
ENSMUSG00000075316	-0.3799
ENSMUSG00000075318	0.0194
ENSMUSG00000075334	-0.0256
ENSMUSG00000075370	0.1426
ENSMUSG00000075377	0.0168
ENSMUSG00000075378	-0.0514
ENSMUSG00000075379	1.4967
ENSMUSG00000075380	0.3501
ENSMUSG00000075382	0.1710
ENSMUSG00000075383	0.2649
ENSMUSG00000075384	-0.0690
ENSMUSG00000075387	0.4833
ENSMUSG00000075402	0.5278
ENSMUSG00000075419	-0.7706
ENSMUSG00000075420	0.1133
ENSMUSG00000075427	0.3026
ENSMUSG00000075470	0.1038
ENSMUSG00000075478	0.4558
ENSMUSG00000075543	-0.2739
ENSMUSG00000075551	0.2848
ENSMUSG00000075552	-0.3188
ENSMUSG00000075569	-0.2353
ENSMUSG00000075570	0.4807
ENSMUSG00000075604	-0.1499
ENSMUSG00000075605	1.3348
ENSMUSG00000075701	-1.0251
ENSMUSG00000075703	0.6248
ENSMUSG00000075704	-0.1545
ENSMUSG00000075706	0.2296
ENSMUSG00000075707	-0.4363
ENSMUSG00000075719	-0.6771
ENSMUSG00000075826	-0.2393
ENSMUSG00000075829	-0.1551
