#geneID:::miRNA	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000068535:::mmu-miR-418-5p	0.3667	0.3472	0.2212	0.5279	-0.3387	-0.0957
ENSMUSG00000068547:::mmu-miR-419-5p	0.0025	0.1233	0.3621	-0.0314	-0.1563	-0.4382
ENSMUSG00000068806:::mmu-miR-420-5p	-0.1583	0.0570	0.3439	-0.0650	0.3833	0.5152
ENSMUSG00000068817:::mmu-miR-421-5p	-0.3238	-0.0993	0.3308	0.6887	-0.5041	0.5355
ENSMUSG00000068856:::mmu-miR-422-5p	0.4279	0.1014	-0.3096	0.1359	-0.4356	0.2984
ENSMUSG00000069835:::mmu-miR-423-5p	0.0774	-0.1113	-0.6358	-0.0287	0.2180	0.1338
ENSMUSG00000070236:::mmu-miR-424-5p	-0.0431	-0.5829	-0.3280	-0.4916	-0.0098	-0.3082
ENSMUSG00000070283:::mmu-miR-425-5p	0.9874	0.3572	-0.3800	-0.1992	-0.2304	0.3129
ENSMUSG00000070390:::mmu-miR-426-5p	0.0993	0.9483	-0.7822	-0.2666	0.3474	0.4224
ENSMUSG00000070417:::mmu-miR-427-5p	-0.4676	-0.1909	0.3576	-0.0417	0.1290	-0.3366
ENSMUSG00000070421:::mmu-miR-428-5p	-0.1127	-0.4846	0.5741	0.5168	0.4068	-0.2163
ENSMUSG00000070687:::mmu-miR-429-5p	0.5786	0.1370	-0.2130	0.2670	0.5938	-0.0159
ENSMUSG00000070821:::mmu-miR-430-5p	-0.0366	-1.1888	-1.1007	-0.9793	-1.7953	-0.6687
ENSMUSG00000071150:::mmu-miR-431-5p	0.4554	-0.2636	-0.7562	0.1844	-0.2016	0.2568
ENSMUSG00000071275:::mmu-miR-432-5p	0.3153	0.6329	0.2173	0.3702	0.2090	0.1700
ENSMUSG00000071369:::mmu-miR-433-5p	-0.2236	0.0437	0.6855	0.3775	-0.2625	-0.7804
ENSMUSG00000071633:::mmu-miR-434-5p	0.8402	-0.2239	-0.1751	-0.1953	-0.2606	-0.1071
ENSMUSG00000071644:::mmu-miR-435-5p	-0.2553	-0.0730	-0.8334	-0.5693	0.3586	-0.3390
ENSMUSG00000071646:::mmu-miR-436-5p	-0.2454	0.0206	-0.7138	-0.1023	0.0533	-0.0986
ENSMUSG00000071723:::mmu-miR-437-5p	-0.0729	-0.2237	0.3496	-0.7174	0.4611	-0.2236
ENSMUSG00000072572:::mmu-miR-438-5p	-0.1759	0.4986	0.2763	0.6026	-0.0669	-0.2555
ENSMUSG00000072598:::mmu-miR-439-5p	-0.1149	-0.0982	0.3932	-0.1134	0.1505	0.0329
ENSMUSG00000073418:::mmu-miR-440-5p	0.0649	0.4556	-0.1793	-0.5339	-0.5859	-0.1607
ENSMUSG00000073421:::mmu-miR-441-5p	0.8273	0.0692	-0.3834	-0.1187	-0.1027	-0.5694
ENSMUSG00000073422:::mmu-miR-442-5p	0.0143	0.0636	0.1047	-0.2096	0.5010	0.5698
ENSMUSG00000073804:::mmu-miR-443-5p	-0.0660	-0.5054	0.3344	0.0179	0.1558	0.2223
ENSMUSG00000073896:::mmu-miR-444-5p	0.0993	0.0520	-0.3102	0.3849	0.0312	-0.4928
ENSMUSG00000073900:::mmu-miR-445-5p	-0.0701	-0.0252	0.0224	-0.5492	-0.6874	0.1070
ENSMUSG00000073926:::mmu-miR-446-5p	-0.6623	-0.1061	0.0953	0.2031	-0.2086	-0.2548
ENSMUSG00000073945:::mmu-miR-447-5p	-0.2501	0.2215	-0.0327	0.0833	0.1974	0.1948
ENSMUSG00000073964:::mmu-miR-448-5p	0.2859	-0.0250	-0.3334	0.5665	0.2022	-0.2796
ENSMUSG00000073966:::mmu-miR-449-5p	0.0593	-0.0613	0.1696	0.1526	0.2907	0.2975
ENSMUSG00000073972:::mmu-miR-450-5p	0.0853	-0.3636	-0.3559	0.6187	0.1139	0.0506
ENSMUSG00000073975:::mmu-miR-451-5p	-0.0557	0.2711	-0.5770	-0.1651	0.1295	-0.6514
ENSMUSG00000074452:::mmu-miR-452-5p	0.1256	0.1458	0.1142	-0.7471	-0.3171	0.3622
ENSMUSG00000074457:::mmu-miR-453-5p	-0.7187	-0.7390	-1.4935	-1.6226	-1.1920	-1.5414
ENSMUSG00000074715:::mmu-miR-454-5p	-0.3854	0.0145	-0.1003	0.1619	0.0674	-1.0735
ENSMUSG00000074852:::mmu-miR-455-5p	0.0833	0.3672	0.2877	-0.8682	0.0195	-0.6692
ENSMUSG00000074882:::mmu-miR-456-5p	-0.5097	0.4551	-0.0506	-0.2289	0.1752	0.2521
ENSMUSG00000074892:::mmu-miR-457-5p	-0.1343	0.4830	0.1779	0.5184	0.0596	-0.1593
ENSMUSG00000075064:::mmu-miR-458-5p	0.5421	0.0038	0.4861	-0.0764	-0.6069	-0.2692
ENSMUSG00000075065:::mmu-miR-459-5p	-0.2478	-0.4339	-0.2603	0.2525	0.4498	0.0690
ENSMUSG00000075086:::mmu-miR-460-5p	0.2988	0.1971	-0.4108	-0.1517	-0.1764	0.5907
ENSMUSG00000075111:::mmu-miR-461-5p	-0.0482	-0.1375	-0.1230	-0.2865	0.1474	-0.1120
ENSMUSG00000075119:::mmu-miR-462-5p	-0.9144	-0.7474	-0.3416	-1.5686	-0.5277	-0.9973
ENSMUSG00000075143:::mmu-miR-463-5p	-0.2791	0.3718	0.2047	0.5200	-0.3719	-0.0523
ENSMUSG00000075161:::mmu-miR-464-5p	0.1939	0.4104	0.0786	-0.1791	0.2613	-0.0936
ENSMUSG00000075164:::mmu-miR-465-5p	0.1679	-0.1222	-0.5477	-0.3733	-0.1708	0.0459
ENSMUSG00000075186:::mmu-miR-466-5p	-0.2793	-0.0157	0.2703	0.1833	0.1924	-0.3681
ENSMUSG00000075296:::mmu-miR-467-5p	0.6367	-0.0929	0.2709	0.0190	0.2720	-0.3587
ENSMUSG00000075318:::mmu-miR-468-5p	-0.2109	0.9779	-0.0525	-0.0409	0.1547	-0.0440
ENSMUSG00000075370:::mmu-miR-469-5p	0.2566	-0.4946	-0.1251	0.6937	0.0531	-0.0942
ENSMUSG00000075384:::mmu-miR-470-5p	0.8893	0.3014	-0.5806	0.6947	0.1061	0.4639
ENSMUSG00000075420:::mmu-miR-471-5p	-0.3438	0.0148	-0.3361	1.0467	0.2759	0.1298
ENSMUSG00000075707:::mmu-miR-472-5p	-0.2462	-0.0031	-0.3466	-0.0231	-0.0669	0.4015
ENSMUSG00000077349:::mmu-miR-473-5p	0.4698	0.0262	0.0872	0.1526	0.2761	-0.0566
ENSMUSG00000077783:::mmu-miR-474-5p	-0.1309	-0.5313	-0.0680	-0.7036	0.2184	-0.0662
ENSMUSG00000078346:::mmu-miR-475-5p	-0.3795	0.1545	-0.1046	-0.0924	-0.2205	-0.7774
ENSMUSG00000078452:::mmu-miR-476-5p	-0.0030	-0.0416	0.4534	-0.2406	0.5402	0.0909
ENSMUSG00000078578:::mmu-miR-477-5p	0.3134	0.0519	0.2058	0.3755	0.7960	0.4539
ENSMUSG00000078619:::mmu-miR-478-5p	0.0267	0.4865	-0.4596	-0.3017	-0.2741	0.1408
ENSMUSG00000078920:::mmu-miR-479-5p	-0.6365	-0.7786	0.6628	0.1757	-0.3141	-0.0658
ENSMUSG00000078964:::mmu-miR-480-5p	-0.6021	-0.6298	0.4038	-0.0959	-0.0118	-0.2936
ENSMUSG00000079037:::mmu-miR-481-5p	-0.1462	0.1770	-0.4643	0.0820	0.6006	0.2186
ENSMUSG00000079105:::mmu-miR-482-5p	-0.1893	-0.3695	-0.2365	-0.1291	0.0174	0.1923
ENSMUSG00000079110:::mmu-miR-483-5p	-0.4509	0.2800	-0.2357	0.1151	-0.4072	-0.3605
ENSMUSG00000079116:::mmu-miR-484-5p	-0.4922	-0.8325	-1.1201	-1.1736	-0.8331	-1.0225
ENSMUSG00000079120:::mmu-miR-485-5p	0.4481	0.4805	0.1640	-0.6098	-0.2201	0.3800
ENSMUSG00000079293:::mmu-miR-486-5p	-0.1971	0.2078	-0.1369	-0.2020	-0.2610	-0.3138
ENSMUSG00000079298:::mmu-miR-487-5p	-0.0071	-0.0088	-0.3556	0.0328	-0.5696	-0.2181
ENSMUSG00000079470:::mmu-miR-488-5p	-0.0555	-0.2024	-0.3426	0.0423	0.2283	-1.0937
ENSMUSG00000079492:::mmu-miR-489-5p	-0.1043	-0.8578	0.8864	0.6635	-0.5615	0.7383
ENSMUSG00000079658:::mmu-miR-490-5p	0.1973	-0.4663	0.3742	-0.0067	-0.1075	-0.7002
ENSMUSG00000079685:::mmu-miR-491-5p	-1.1353	-0.4916	-0.1320	-0.0188	-0.2541	-0.1585
ENSMUSG00000082211:::mmu-miR-492-5p	0.0453	-0.0083	-0.2432	-0.3594	0.2075	-0.2107
ENSMUSG00000083011:::mmu-miR-493-5p	0.4039	0.6393	-0.0442	-0.2402	-0.2350	0.0137
ENSMUSG00000084234:::mmu-miR-494-5p	0.5412	0.1447	0.0449	-0.0614	0.0724	-0.1504
ENSMUSG00000084558:::mmu-miR-495-5p	-0.0565	-0.4643	0.1709	0.1981	-0.3497	-0.0928
ENSMUSG00000084737:::mmu-miR-496-5p	0.0807	0.8583	0.3179	1.3557	0.9390	0.6250
ENSMUSG00000084740:::mmu-miR-497-5p	-0.3250	0.0598	0.0317	0.0321	-0.6974	0.1709
ENSMUSG00000087761:::mmu-miR-498-5p	-0.3889	-0.2076	-0.0929	0.0117	-0.3603	0.0233
ENSMUSG00000087777:::mmu-miR-499-5p	0.0918	-0.1359	0.5995	-0.0730	0.3871	-0.4559
ENSMUSG00000087939:::mmu-miR-100-5p	-1.1138	-0.1978	0.1387	-0.2276	0.2438	0.4768
ENSMUSG00000088258:::mmu-miR-101-5p	-0.4969	-0.0458	0.6320	-0.2115	0.5933	-0.3041
ENSMUSG00000088441:::mmu-miR-102-5p	0.1767	-0.1695	-0.4678	0.1882	-0.9063	0.4071
ENSMUSG00000088616:::mmu-miR-103-5p	0.0947	-0.2290	-0.2318	0.8963	0.4995	-0.1111
ENSMUSG00000088959:::mmu-miR-104-5p	0.5281	0.2829	-0.1912	-0.0968	-0.3679	0.4992
ENSMUSG00000089071:::mmu-miR-105-5p	-0.0135	0.2089	0.4354	0.3702	0.1418	-0.1171
ENSMUSG00000089164:::mmu-miR-106-5p	0.0013	0.1453	-0.1253	0.5033	-0.0646	0.1738
ENSMUSG00000089584:::mmu-miR-107-5p	0.2568	0.1746	-0.0515	-0.5202	-0.5987	0.1158
ENSMUSG00000089593:::mmu-miR-108-5p	0.3670	0.2011	0.0236	0.1548	0.0469	-0.7151
ENSMUSG00000089695:::mmu-miR-109-5p	-0.5059	0.0744	-0.3354	-0.1062	0.2411	0.2020
ENSMUSG00000089943:::mmu-miR-110-5p	0.1663	-0.1182	0.0492	0.1480	-0.3948	-0.0591
ENSMUSG00000090210:::mmu-miR-111-5p	0.5970	-0.2797	-0.3779	-0.5058	0.3038	0.3467
ENSMUSG00000090219:::mmu-miR-112-5p	-0.1092	0.0035	0.2222	-0.1127	-0.0234	-0.3708
ENSMUSG00000090474:::mmu-miR-113-5p	0.1569	-0.9389	-0.3546	0.5574	0.0822	0.1172
ENSMUSG00000090550:::mmu-miR-114-5p	-0.1734	-0.8134	-1.1223	-1.4916	-0.9199	-1.2420
ENSMUSG00000090675:::mmu-miR-115-5p	-0.2430	-0.4183	-0.5283	0.2102	-0.1514	-0.0126
ENSMUSG00000091091:::mmu-miR-116-5p	0.3213	-0.2855	-0.0240	0.2489	0.3239	0.1126
ENSMUSG00000091530:::mmu-miR-117-5p	0.7553	1.4244	1.1659	1.6477	1.2213	2.3719
ENSMUSG00000091950:::mmu-miR-118-5p	0.2553	0.4321	0.3189	-0.4721	0.3734	-0.0265
ENSMUSG00000093137:::mmu-miR-119-5p	0.4038	-0.1776	0.0542	-0.0294	0.0627	-0.2392
ENSMUSG00000093354:::mmu-miR-120-5p	0.3177	0.3579	0.7054	-0.1068	-0.1742	1.0556
ENSMUSG00000093839:::mmu-miR-121-5p	-0.2259	0.1038	0.0056	0.4343	-0.6554	-0.2416
ENSMUSG00000094063:::mmu-miR-122-5p	-0.2507	0.2868	-0.3006	-0.1218	-0.3082	0.2073
ENSMUSG00000094269:::mmu-miR-123-5p	0.4507	0.0189	0.0263	0.1301	-0.4203	0.5054
ENSMUSG00000094493:::mmu-miR-124-5p	-0.5992	-0.7573	-0.9958	-1.2647	-1.5045	-1.4116
ENSMUSG00000094531:::mmu-miR-125-5p	0.0495	0.3010	0.7888	0.0453	0.6372	-0.4109
ENSMUSG00000094692:::mmu-miR-126-5p	0.4758	0.2140	0.2435	0.0674	-0.6177	0.3615
ENSMUSG00000095003:::mmu-miR-127-5p	0.5035	0.1108	-0.0535	-0.1355	0.2794	-0.5822
ENSMUSG00000095028:::mmu-miR-128-5p	-0.0291	-0.0038	0.4582	0.0829	0.5099	0.0834
ENSMUSG00000095138:::mmu-miR-129-5p	-0.1969	0.1313	-0.1318	0.5091	-0.3284	0.4797
ENSMUSG00000095248:::mmu-miR-130-5p	-0.7685	-0.1728	0.6427	0.0121	0.2325	0.5579
ENSMUSG00000095322:::mmu-miR-131-5p	0.1793	0.1978	0.7744	0.0614	0.0055	-0.3838
ENSMUSG00000095463:::mmu-miR-132-5p	-0.1364	-0.0837	-0.4613	0.3912	-0.3429	0.1903
ENSMUSG00000095483:::mmu-miR-133-5p	-0.3334	-0.0492	0.2074	0.3631	0.2891	0.1462
ENSMUSG00000095774:::mmu-miR-134-5p	0.5584	-0.2383	0.0225	-0.3992	0.3433	-0.0116
ENSMUSG00000095917:::mmu-miR-135-5p	0.2660	-0.4431	0.6184	-0.0954	0.0466	-0.3185
ENSMUSG00000096097:::mmu-miR-136-5p	0.4955	-0.1462	-0.5068	-0.6170	0.0536	0.2288
ENSMUSG00000096442:::mmu-miR-137-5p	-0.9354	0.1910	-0.1698	-0.2180	-0.0488	-0.2431
ENSMUSG00000096497:::mmu-miR-138-5p	-0.1076	-0.4434	-0.3658	-0.3247	-0.0303	-0.2374
ENSMUSG00000096714:::mmu-miR-139-5p	0.3454	0.2607	0.3561	-0.3455	0.1851	0.0512
ENSMUSG00000096822:::mmu-miR-140-5p	0.2565	0.2042	0.5361	-0.2187	-0.4234	0.4137
ENSMUSG00000100926:::mmu-miR-141-5p	-0.4415	-0.0072	0.3025	0.2503	0.2387	0.2517
ENSMUSG00000102418:::mmu-miR-142-5p	0.0822	-0.7591	-0.0157	-0.3132	-0.0727	-0.0167
ENSMUSG00000107417:::mmu-miR-143-5p	-0.2736	-0.1751	0.2238	0.0966	-0.0085	0.0721
ENSMUSG00000108045:::mmu-miR-144-5p	-0.0333	-0.3265	-0.1091	0.1377	0.0484	0.4292
ENSMUSG00000108931:::mmu-miR-145-5p	0.0272	0.5080	-0.0169	0.2070	0.0059	0.1222
ENSMUSG00000109022:::mmu-miR-146-5p	-0.3106	-0.8131	-0.0846	-0.7168	-0.1662	0.0176
ENSMUSG00000109324:::mmu-miR-147-5p	0.1964	0.0199	-0.2800	-0.0897	-0.4587	0.2965
ENSMUSG00000109328:::mmu-miR-148-5p	-0.6466	-0.1932	-0.0731	0.1899	-0.0016	-0.0001
ENSMUSG00000109340:::mmu-miR-149-5p	-0.2507	0.3960	-0.3079	0.0007	0.4002	0.1157
ENSMUSG00000109528:::mmu-miR-150-5p	-0.3767	0.0426	0.2473	0.4576	0.2604	-0.5054
ENSMUSG00000110519:::mmu-miR-151-5p	0.0609	-0.2269	-0.2590	-0.0272	0.0162	-0.4464
ENSMUSG00000110947:::mmu-miR-152-5p	0.3445	-0.6323	-0.7792	0.1077	-0.3242	-0.1262
ENSMUSG00000111711:::mmu-miR-153-5p	-0.0815	-0.1225	-0.7608	0.4626	-0.6552	0.3000
ENSMUSG00000111732:::mmu-miR-154-5p	0.5183	-0.1685	-0.2527	-0.6844	-0.0083	-0.2255
ENSMUSG00000111747:::mmu-miR-155-5p	-0.0702	-0.1973	-0.1039	-0.1701	-0.2226	0.3560
ENSMUSG00000111863:::mmu-miR-156-5p	-0.2272	-0.3408	-0.1624	0.5511	-0.4442	-0.1960
ENSMUSG00000111869:::mmu-miR-157-5p	-0.1113	-0.3117	-0.3079	-0.9668	-0.3894	-0.0977
ENSMUSG00000112216:::mmu-miR-158-5p	0.1867	0.1732	-0.7413	0.2756	0.0001	0.0904
ENSMUSG00000112690:::mmu-miR-159-5p	0.3955	0.9985	0.9740	1.2969	1.8971	1.9436
ENSMUSG00000112814:::mmu-miR-160-5p	-0.0451	0.1432	0.0926	-0.0532	-0.3945	0.7622
ENSMUSG00000116845:::mmu-miR-161-5p	-0.2278	0.1670	-0.0546	-0.4433	0.2584	-0.2867
ENSMUSG00000117406:::mmu-miR-162-5p	-0.3112	-0.7532	0.0795	-0.0941	0.2429	-0.0551
ENSMUSG00000118664:::mmu-miR-163-5p	0.1518	-0.0135	-0.4625	-0.1739	-0.4944	-0.2199
ENSMUSG00000118667:::mmu-miR-164-5p	-0.3545	-0.3318	-0.4931	-0.2222	-0.2722	0.1873
ENSMUSG00000118690:::mmu-miR-165-5p	-0.4734	-0.4067	0.1906	-0.4018	-0.6206	-0.1611
ENSMUSG00000118756:::mmu-miR-166-5p	-0.0050	-0.0031	-0.3136	-0.5305	0.1763	0.1392
ENSMUSG00000118768:::mmu-miR-167-5p	0.0113	-0.3015	0.0854	-0.1739	0.1003	0.2251
ENSMUSG00000118864:::mmu-miR-168-5p	0.3376	0.4855	0.1624	0.1716	0.2971	0.0587
ENSMUSG00000118867:::mmu-miR-169-5p	0.1062	0.1087	0.3050	-0.0481	-0.1118	-0.3285
ENSMUSG00000118907:::mmu-miR-170-5p	0.2005	-0.3092	-0.0817	0.2454	0.6342	-0.2210
ENSMUSG00000118913:::mmu-miR-171-5p	0.0643	0.1647	0.1567	0.4591	-0.1198	-0.2700
ENSMUSG00000118939:::mmu-miR-172-5p	-0.1048	0.0850	-0.4514	0.4624	-0.0461	0.3391
ENSMUSG00000118968:::mmu-miR-173-5p	-0.1853	-0.3338	0.2939	0.1861	0.1064	-0.5994
ENSMUSG00000119013:::mmu-miR-174-5p	0.2132	0.1976	0.7749	0.5931	0.1591	-0.0977
ENSMUSG00000119036:::mmu-miR-175-5p	0.3102	-0.0378	-0.3087	0.2999	0.2406	0.2116
ENSMUSG00000119069:::mmu-miR-176-5p	0.1281	-0.0999	0.3925	-0.8481	-0.0809	-0.2651
ENSMUSG00000119159:::mmu-miR-177-5p	-0.3796	0.8326	0.1079	-0.0159	-0.2001	0.3215
ENSMUSG00000119199:::mmu-miR-178-5p	0.2456	-0.4647	-0.4308	0.2160	0.2536	-0.4965
ENSMUSG00000119233:::mmu-miR-179-5p	-0.9961	-0.0291	-0.2304	0.2205	-0.4777	-0.1828
ENSMUSG00000119267:::mmu-miR-180-5p	-0.6453	0.2743	0.4083	-0.7071	-0.6062	-0.0493
ENSMUSG00000119280:::mmu-miR-181-5p	0.0174	-0.7107	0.4511	-0.2758	-0.1901	0.3972
ENSMUSG00000119290:::mmu-miR-182-5p	-0.1838	-0.4524	-0.4666	-0.2792	-0.1743	0.2802
ENSMUSG00000119353:::mmu-miR-183-5p	0.3593	-0.3168	-0.1174	-0.1207	0.7473	-0.0835
ENSMUSG00000119377:::mmu-miR-184-5p	0.3058	-0.2393	0.3979	0.3642	-0.7739	0.2091
ENSMUSG00000119414:::mmu-miR-185-5p	0.9638	0.7964	0.6454	0.7783	1.4270	1.9011
ENSMUSG00000119481:::mmu-miR-186-5p	-0.2904	-0.2001	0.4618	-0.5746	0.7877	-0.3965
ENSMUSG00000119543:::mmu-miR-187-5p	0.0225	-0.3553	-0.0108	0.1555	0.4579	0.0397
ENSMUSG00000119580:::mmu-miR-188-5p	-1.0569	0.3109	-0.3586	0.5464	-0.2285	0.1418
ENSMUSG00000119593:::mmu-miR-189-5p	-0.2381	0.2269	-0.3962	0.4860	-0.9409	-0.4626
ENSMUSG00000119670:::mmu-miR-190-5p	0.3904	0.0627	-0.5650	0.2066	-0.1464	-0.3354
ENSMUSG00000119680:::mmu-miR-191-5p	-0.0123	-0.0346	0.5496	0.1420	-0.3599	0.1956
ENSMUSG00000119732:::mmu-miR-192-5p	0.1194	0.1535	0.1965	-0.2349	0.4193	-0.0907
ENSMUSG00000119838:::mmu-miR-193-5p	-0.1240	0.5830	0.0678	-0.3748	0.0752	0.0441
ENSMUSG00000119861:::mmu-miR-194-5p	0.2391	0.1813	0.5025	-0.2943	0.1690	0.2863
ENSMUSG00000119921:::mmu-miR-195-5p	-0.4986	-0.4582	0.5656	-0.0551	0.1183	-0.3571
ENSMUSG00001118662:::mmu-miR-196-5p	-0.1738	0.4103	-0.0944	0.2859	0.2901	0.3131
ENSMUSG00001118669:::mmu-miR-197-5p	0.4222	-0.6444	-0.6717	0.2185	-0.3031	0.3548
ENSMUSG00002076020:::mmu-miR-198-5p	0.2167	0.1952	-0.1946	-0.5795	-0.0685	-0.1493
ENSMUSG00002076365:::mmu-miR-199-5p	-0.1553	1.0232	-0.6686	0.0792	0.2465	-0.0045
