#compound	T00h	T02h	T06h	T12h	T18h	T24h
C18168	0.1372	0.4441	0.9331	0.7183	0.3157	0.3557
C18169	0.1447	-0.2487	0.1036	0.4938	-0.6966	-0.3553
C18172	-0.1303	-0.1526	0.5423	-0.1994	-0.2917	-0.2350
C18174	-0.1603	-0.3361	0.4406	-0.2424	-0.0623	-0.0147
C18178	-0.2427	0.6144	-0.0259	-0.2368	0.2810	-0.6113
C18202	-0.0822	-0.2290	0.2767	0.1472	-0.3685	-0.2306
C18205	0.6817	0.6584	0.8613	1.4149	1.3653	1.4949
C18218	0.2657	0.4262	0.0060	0.2782	0.1098	-0.0856
C18231	-0.1264	0.1630	-0.1188	0.2717	-0.3810	0.4477
C18232	-0.2624	0.5827	-0.0115	-0.0338	0.2351	-0.1818
C18237	0.5976	-0.3362	-0.1804	0.0915	-0.0622	0.1367
C18239	-0.1697	0.4975	0.2713	-0.0042	-0.4288	-0.0920
C18287	-0.0148	0.0337	0.0353	0.1175	-0.0944	0.1714
C18293	-0.5794	-0.3545	-0.1917	0.6068	0.6218	-0.0749
C18294	0.1197	0.3634	-0.8956	-0.2918	0.1883	-0.4903
C18295	-0.2069	0.6476	-0.1426	0.5451	-0.1832	0.2666
C18296	-0.2795	-0.1830	0.1563	-1.0377	-0.1547	-0.2154
C18314	-0.1842	0.1539	0.0534	0.3856	0.1132	0.1866
C18319	-0.1570	0.1783	0.1917	0.0268	0.3052	-0.2215
C18321	-0.8277	-0.3039	0.0697	0.4752	-0.3418	0.2126
C18323	-0.0836	0.4146	-0.5735	-0.0637	0.5383	0.3265
C18324	-0.0123	-0.0299	0.0191	-0.3486	-0.0960	-0.0054
C18325	0.0524	-0.3800	0.2668	0.2493	0.3384	-0.0108
C18326	0.3194	0.3886	-0.2644	0.6753	0.2585	-0.0042
C18327	-0.6355	-0.0864	0.0297	0.3663	0.1230	-0.2257
C18328	-0.2029	0.4084	0.3571	-0.2254	0.3918	0.1024
C18329	-0.5466	0.7605	-0.3900	0.2106	-0.0345	0.0913
C18330	-0.3142	-0.2371	-0.0944	0.0269	0.4205	0.2062
C18331	0.5051	-0.3930	-1.0986	0.8007	-0.0736	0.2920
C18332	-0.1557	0.2377	0.5714	0.1265	0.2102	-0.0653
C18333	0.2211	0.1063	0.5786	0.0828	0.1517	0.0358
C18334	0.4784	0.4466	0.7352	1.2476	1.2944	1.2678
C18335	0.4707	-0.2145	0.3666	-0.3240	-0.1868	-0.0188
C18336	0.4991	0.0619	-0.0378	0.4078	0.0331	-0.1507
C18337	0.1475	0.2470	0.1553	-0.3151	-0.0135	-0.1435
C18353	-0.3013	0.2907	-0.0084	0.1159	-0.2660	-0.5332
C18354	-0.1503	0.5751	0.2202	0.3342	-0.1909	0.0760
C18356	0.0875	0.3607	-0.4786	-0.8171	0.0927	-0.2873
C18629	0.1707	-0.3016	-0.4413	0.5755	-0.3202	-0.0977
C18630	-0.0573	-0.1212	0.0581	0.2035	-0.4930	0.0264
C18631	-0.5084	0.4019	0.2278	-0.5730	0.1920	0.4726
C18709	0.0543	-0.0480	-0.1578	-0.6238	0.1041	0.0538
C18710	0.1357	-0.0111	0.5619	0.3059	-0.0432	0.0402
C18711	-0.4635	-0.5617	-0.1735	0.3727	0.4727	0.1465
C18799	-0.4777	0.0701	0.0821	-0.0596	-0.1777	0.3599
C18802	-0.1895	-0.2614	0.0976	0.3912	0.1384	0.1595
C18846	0.2115	-0.5024	0.1347	-0.0070	-0.2559	0.3223
C18847	0.5333	0.2461	0.5278	-0.1222	-0.3006	-0.5173
C18870	0.4653	0.1371	0.2561	0.0830	0.5520	0.3572
C18871	0.2255	0.4953	0.5903	0.2169	-0.2164	0.2273
C18872	0.1492	0.1322	-0.0786	0.3163	0.3664	0.1282
C18893	0.1335	0.4608	-0.2178	0.0221	-0.4090	-0.0098
C18902	-0.7304	-0.1896	-0.0947	-0.1985	-0.1270	0.5288
C18904	-0.2735	-0.1903	-0.0281	0.2982	-0.4743	0.1931
C18905	0.4364	0.3249	0.5120	0.2181	0.1806	-0.4873
C18910	-0.3479	-0.0282	0.5445	0.1129	-0.1692	0.2681
C18911	0.5397	0.0963	0.3179	-0.6287	0.0906	-0.4597
C18933	-0.0512	0.0607	-0.5044	0.1698	-0.3646	-0.1432
C19151	-0.1270	-0.0469	0.0290	0.0218	0.4219	-0.0531
C19152	-0.2728	0.2368	1.0314	-0.1818	-0.0983	-0.2621
C19153	-0.0379	0.0719	-0.4162	-0.5693	0.1517	0.1327
C19154	-0.4093	0.7396	0.1360	-0.1804	0.3965	-0.8339
C19155	0.5042	0.2618	0.1427	0.3988	-0.1604	-0.1048
C19156	0.1780	-0.1333	0.1240	-0.4164	-0.6820	0.2465
C19164	-0.0402	0.2732	0.1133	0.0643	-0.1045	0.4304
C19171	0.1789	0.4081	-0.0252	-0.3102	0.1436	0.1426
C19180	-0.7378	0.2138	0.1647	-0.1659	-0.5708	0.0149
C19190	-0.1281	-0.0982	0.3824	-0.4379	0.0012	0.3397
C19255	-0.7709	0.0203	0.3880	0.4211	0.2910	0.5007
C19317	-0.2179	0.1529	-0.1883	-0.1058	0.0247	-0.2631
C19378	0.6959	-0.3594	-0.4961	-0.0011	-0.3236	0.1248
C19488	0.5664	-0.0957	0.4767	0.4766	-0.5718	0.1261
C19489	0.1052	0.5285	0.4858	-0.1972	0.0507	0.3886
C19490	-0.0012	-0.3577	0.2934	0.3883	-0.0277	-0.0015
C19491	0.4873	0.5082	-0.7894	-0.1229	-0.2234	-0.6761
C19525	0.0391	0.1494	-0.5464	-0.4995	-0.2386	-0.2213
C19559	0.8287	0.2606	0.4453	-0.4320	0.0899	0.3334
C19561	-0.2412	0.1163	-0.1522	-0.6688	0.2256	0.2240
C19562	-0.1037	-0.2192	0.2848	0.2242	-0.3255	-0.2288
C19563	0.4167	-0.3455	-0.4006	0.2393	0.3783	-0.1369
C19564	0.5114	0.3572	0.4666	0.8214	0.4907	-0.5943
C19565	-0.5030	-0.2558	-0.0072	-0.2297	-0.1200	-0.5754
C19566	0.0502	0.1286	0.5970	0.3343	0.2913	0.6344
C19567	-0.1639	-0.3315	-0.3671	0.3015	-0.2283	-1.0395
C19568	-0.1964	0.1778	-0.3002	0.1336	-0.1322	-0.1287
C19569	-0.4840	-0.5319	0.5091	0.4052	0.0208	0.3021
C19574	0.0429	0.0193	0.4936	0.0720	0.0772	-0.4852
C19577	-0.3626	0.3192	-0.3282	0.0443	-0.3344	0.5373
C19578	0.0291	-0.4287	0.1309	0.2377	0.3480	-0.0900
C19579	-0.1466	0.0599	-0.0023	0.2463	0.1443	-0.4367
C19580	0.3829	1.1531	1.0864	1.0329	1.7543	1.8359
C19581	0.7491	0.2159	0.4832	-0.2065	-0.2548	0.0980
C19582	-0.1574	0.3516	0.0331	0.0230	0.3479	0.4680
C19585	0.0193	0.2680	-0.0645	0.2521	-0.6660	-0.2774
C19586	-0.1161	0.1056	-0.4399	0.3973	-0.7898	0.1490
C19588	0.8555	0.4868	0.3190	0.7886	1.8653	0.3489
C19589	-0.6201	-0.5773	0.0597	-0.4369	-0.7428	0.3084
C19590	0.7761	0.7774	1.0364	0.1512	1.1364	1.2564
C19591	0.2881	0.2208	0.3205	-0.1493	0.5191	-0.2176
C19592	-0.2077	0.0212	0.4211	0.7598	-0.3427	-0.4816
C19594	0.4386	0.6208	0.1511	-0.0284	-0.5039	0.5427
C19595	-0.3766	0.1856	-0.1395	0.1220	-0.2163	0.5383
C19596	0.1472	0.3201	0.3783	-0.0324	0.0941	0.1560
C19602	0.2553	0.0853	-0.1283	-0.2277	0.2948	0.2501
C19603	-0.1666	0.0174	-0.2495	-0.4533	0.2570	-0.3147
C19604	-0.6201	-0.5834	-0.2169	0.1095	0.1088	0.5300
C19605	-0.6892	0.3579	-0.0951	0.5549	0.4228	-0.6958
C19606	-0.1586	0.2747	0.0825	-0.3551	0.1760	-0.1940
C19607	-0.2832	0.0312	-0.3581	0.0503	0.2675	-0.7066
C19608	0.0934	0.0943	0.4091	0.4237	0.0069	0.3053
C19609	-0.3489	-1.4714	-1.8598	-2.2116	-2.3294	-2.4026
C19610	-0.6957	0.0220	-0.0566	-0.1290	0.5730	0.0979
C19614	0.1956	0.3138	-0.0836	-0.1147	0.4992	0.3946
C19615	0.4959	0.6370	0.0825	1.4002	1.3983	1.1007
C19631	0.6090	0.0315	0.2871	-0.1014	-0.4695	-0.2815
C19673	0.1948	-0.1281	-0.0762	0.1451	-0.0385	0.6055
C19685	-0.3434	-0.4734	0.5100	-0.5144	0.5271	0.1393
C19686	-0.2928	-0.2192	0.1182	0.0328	-0.1433	0.4068
C19687	0.1909	-0.1972	-0.0458	-0.0150	0.3816	0.4893
C19688	-0.2182	-0.0597	-0.0966	-0.0427	0.1681	-0.4915
C19691	-0.3299	0.0935	0.0000	-0.1369	0.1369	0.3367
C19692	0.0987	-0.3686	-0.0413	0.0542	0.1280	0.3024
C19698	0.3390	-0.6964	-0.3647	-0.3092	-0.2452	0.1309
C19699	0.0493	0.0479	-0.2418	0.2182	-0.5693	-0.1739
C19700	-0.6720	-0.4093	-1.0378	-1.3481	-1.2000	-1.2853
C19701	-0.6104	0.5729	0.3556	-0.0057	-0.2266	0.2191
C19706	-0.3338	-0.0480	-0.1735	0.4184	0.0582	-0.5054
C19712	-0.0404	0.0829	-0.3244	0.4244	0.0905	0.0008
C19714	-0.0878	-0.3823	0.2323	-0.2433	-0.1271	0.1252
C19715	0.3009	-0.1218	-0.1417	0.3002	-0.1228	-0.9305
C19725	1.2228	1.3921	2.1442	2.0971	2.8915	2.6814
C19730	-0.3300	-0.1025	-0.2838	-0.0330	-0.1993	-0.3679
C19745	0.5488	1.1022	0.9117	1.4871	0.2924	1.4647
C19757	0.1874	0.0497	0.2187	0.0112	0.2357	0.3569
C19759	0.0402	-0.1035	0.4628	-0.0359	-0.3947	0.0354
C19760	0.3071	-0.0712	0.0220	0.1069	-0.1175	0.4683
C19764	-0.1292	0.5225	0.2656	-0.2379	-0.6842	-0.0866
C19765	0.0708	-0.0682	-0.0890	0.4682	0.3524	-0.2511
C19769	-0.3806	0.6333	-0.6354	-0.0934	0.4005	-0.4323
C19787	-0.2075	-0.3374	-0.3893	-0.5263	0.0893	0.0880
C19794	0.1738	0.0059	-0.2428	-0.5289	0.7921	-0.1378
C19795	-0.8849	-0.6962	-0.7444	-0.8910	-1.3777	-1.8377
C19799	-0.0614	-0.7598	-1.0829	-0.8421	-1.5254	-1.4111
C19814	0.1902	-0.0636	-0.1038	-0.5413	0.3748	-0.0260
C19815	0.3995	0.0363	0.3578	0.0194	-0.1293	-0.0779
C19823	-0.7916	-1.1757	-1.7312	-1.6356	-2.5519	-1.9951
C19830	-0.3710	-0.1195	0.0243	0.3665	0.5651	-0.0475
C19831	-0.1087	-0.1005	-0.2736	-0.5364	0.5328	0.0059
C19838	-0.3493	-0.2985	-0.3163	-0.0359	-0.6739	0.7959
C19839	0.9749	0.2374	0.9544	0.9336	1.6462	1.3057
C19845	0.1886	-0.2768	0.3644	-0.5596	-0.3005	-0.3460
C19846	-0.0293	0.5119	0.8972	-0.6683	0.4039	-0.1968
C19847	-0.8734	-0.0568	-0.0471	0.0910	0.8525	0.1073
C19848	-0.1578	0.2842	0.1366	-0.2554	0.2848	0.0804
C19852	0.1842	-0.3341	0.2440	0.3296	-0.0013	-0.2718
C19853	-0.0054	0.1392	-0.2309	0.4572	-0.4363	0.3089
C19858	-0.2672	0.3475	-0.3669	-0.1793	-0.3514	0.0805
C19859	-0.2797	-0.4804	0.0851	0.5137	0.2978	0.0299
C19867	0.3203	0.0356	-0.0272	-0.2635	0.0453	0.0021
C19868	0.0695	0.1937	-0.6471	0.3591	-0.1432	-0.2254
C19869	0.2636	0.3528	0.2616	-0.1250	-0.1225	-0.0051
C19871	-0.0731	-0.3940	0.2295	-0.6806	-0.3972	-0.3885
C19872	1.0239	2.1378	1.0720	2.5054	2.1654	2.4212
C19878	1.6387	1.8765	2.5973	1.9556	1.7950	2.0771
C19879	1.5278	1.5797	1.7993	2.3755	1.8925	1.8238
C19880	0.4649	0.0296	0.0290	0.0772	-0.3186	-0.0810
C19881	1.8685	1.8974	1.0202	2.1461	2.3823	2.2883
C19886	-0.7365	-0.1417	0.1284	-0.0471	-0.0591	0.0254
C19887	-0.1870	-0.0853	0.2128	0.1220	0.7244	0.0884
C19888	0.2072	0.1155	-0.2582	-0.4041	-0.0968	0.3010
C19889	-0.3203	0.1076	0.1262	0.3039	0.2328	-0.3308
C19891	-0.3943	-0.3445	0.2586	0.4241	0.1839	-0.1236
C19892	-0.2333	0.2289	-0.1919	0.0845	-0.0381	0.4735
C19912	0.6548	0.2242	0.2946	-0.2753	-0.3638	0.2556
C19913	0.2973	-0.0839	0.1264	0.0404	-0.0136	0.8672
C19929	-0.0545	0.5375	-0.1137	0.5123	-0.4099	-1.0832
C19937	-0.4510	0.1536	0.0233	-0.2253	0.3478	-0.2049
C19939	-0.2951	0.0827	0.1413	-0.0905	-0.4984	0.1438
C19944	-0.1365	0.5908	0.0006	-0.3957	0.3345	0.5651
C19945	-0.5171	0.8122	-0.3008	0.6067	-0.2631	-0.0182
C19946	-0.6757	0.7827	0.1682	-0.3893	0.1116	-0.1812
C19947	1.7197	1.5096	1.8461	1.8496	1.6869	2.1649
C19948	-0.2926	-0.4622	0.0212	0.0757	0.2247	-0.0006
C19960	1.1800	1.7432	2.3550	1.8146	2.1715	2.3020
C19961	1.5695	0.9157	1.7646	2.1625	2.6198	2.8824
C19971	0.9880	1.0082	2.3205	2.0562	2.5422	1.8060
C19972	-0.2412	-0.0194	0.4745	-0.3113	-0.0883	-0.1061
C19975	-0.0813	0.1219	0.7335	0.3728	-0.6465	0.3754
C20045	-0.1795	-0.4042	0.2032	0.0960	-0.6492	-0.0963
C20062	0.2840	-0.2844	0.4426	0.2274	0.1601	0.2037
C20082	1.5830	1.8244	1.9918	1.5172	2.2390	2.4021
C20083	1.1364	1.6378	1.7038	2.0977	2.1621	2.5506
C20120	-0.3755	-0.5221	-0.1357	0.2924	-0.1622	0.0858
C20121	-0.2091	0.2540	-0.0048	0.3611	-0.9318	-0.2879
C20144	-0.1469	0.4353	0.5040	-0.4403	-0.0209	-0.3060
C20156	1.2635	1.0224	2.1641	1.4823	2.1021	2.3938
C20171	-0.7339	-0.1055	0.3267	0.2660	0.0988	-0.0843
C20186	-0.1731	0.4666	0.6570	-0.0912	0.0131	0.3599
C20199	-0.5196	-0.7205	-0.8110	-1.0826	-1.0220	-1.4879
C20231	0.3066	-0.1436	-0.3847	-0.2913	-0.1961	-0.0632
C20237	-0.7787	-0.8607	-0.1847	0.2251	-0.0929	0.3972
C20238	0.2282	-0.2502	-0.6716	-0.4849	0.4614	0.1066
C20239	0.1517	-0.2761	-0.2478	-0.3386	0.6002	-0.2071
C20246	-0.3092	0.4308	-0.0022	0.3068	0.0035	-0.7913
C20247	0.1402	-0.1273	0.1197	-0.2729	0.3228	-0.7375
C20248	-0.3084	-0.3290	-0.1008	0.6464	0.1940	-0.4921
C20249	-0.2876	-0.0954	0.2650	-0.4194	0.2775	0.0782
C20251	-0.5085	-0.1471	0.2066	-0.0599	0.0818	0.3337
C20253	-0.1283	-0.4667	0.3941	0.1455	0.2971	0.0431
C20254	-0.2739	0.1582	-0.5018	-0.1148	-0.1081	0.4126
C20258	-0.0615	0.2260	0.0260	-0.5669	0.4187	-0.0146
C20264	0.6109	-0.0138	-0.5510	0.0931	-0.1393	0.1704
C20265	-0.0863	-0.6398	0.2236	0.1868	0.3565	-0.1546
C20267	0.0373	0.2399	-0.1457	0.4623	-0.2213	-0.0180
C20277	-0.1727	-0.1248	0.1615	0.3486	0.1617	0.3645
C20278	0.0345	0.0616	0.5244	-0.3500	0.4394	0.0312
C20279	-0.5258	0.4177	0.1675	-0.1629	-0.3311	-0.9397
C20280	-0.1902	0.3353	-0.1827	0.0886	0.4581	-0.6853
C20281	-0.3678	0.6245	0.2450	0.2573	-0.6208	-0.5536
C20282	-0.0105	-0.3433	0.0496	-0.1620	0.0786	0.1520
C20283	-0.0694	0.4409	0.1564	-0.5431	-0.2613	-0.5600
C20284	-0.3816	-0.3106	0.4675	0.0780	-0.2226	-0.3048
C20285	-0.1568	-0.0620	0.5228	-0.6868	0.0333	0.3231
C20286	0.3705	-0.1125	0.0845	0.1630	0.1151	-0.4180
C20287	0.1201	0.1797	-0.3068	-0.0150	0.2406	0.4450
C20288	-0.2710	-0.3127	0.5154	0.2498	0.2540	-0.1289
C20289	0.0464	-0.1370	-0.7525	0.0366	-0.1844	0.1396
C20290	0.2725	0.1211	0.6062	-0.3132	0.7177	-0.4269
C20291	0.0990	-0.5982	0.0159	0.2625	0.3245	-0.2029
C20293	-0.6396	-0.2443	0.2470	-0.1677	0.2330	-0.3554
C20297	0.0161	0.3300	0.8034	0.3815	-0.0668	0.2794
C20299	0.2812	-0.2515	-0.1824	-0.1541	-0.1904	-0.2996
C20300	-0.5551	0.3343	0.0262	-0.5157	-0.2432	0.2730
C20301	0.3860	-0.1681	-0.4335	-0.4129	-0.2166	-0.6346
C20302	0.6278	0.9454	0.6737	1.7480	1.2956	1.1341
C20303	-0.4165	-0.3648	-0.0355	-0.3623	-0.1929	0.3822
C20304	-0.8390	-0.7206	-1.1272	-0.8545	-1.4419	-1.7590
C20305	0.6030	0.8285	0.2715	0.9830	1.0917	1.6272
C20306	0.5535	-0.1898	-0.1148	-0.8381	-0.1964	0.2724
C20313	0.2126	0.5779	0.1914	-0.4599	0.0737	-0.1173
C20314	0.1888	0.3106	0.2354	-0.4920	-0.1936	-0.3647
C20315	-0.0116	-0.0623	-0.5484	-0.2298	0.1152	-0.0668
C20316	-0.5405	0.3303	-0.2916	-0.0568	0.7597	0.3033
C20319	-0.2694	-0.5997	-0.3510	-1.4551	-1.3634	-0.9095
C20327	0.3036	0.1798	-0.5313	-0.5021	0.3297	-0.4574
C20333	-0.2296	0.1177	0.1178	0.4660	-0.1135	-0.6046
C20345	0.1939	0.1562	-0.0758	0.1870	-0.2373	0.1090
C20350	-0.0735	0.9445	-0.4165	0.5648	0.0779	0.3101
C20351	0.3328	-0.2772	-0.0534	0.3603	-0.3401	0.0381
C20353	-0.0752	1.2194	0.1778	0.1885	-0.0828	-0.4336
C20357	-0.7580	-1.4634	-1.5862	-1.2740	-1.9563	-2.6725
C20359	0.0419	-0.7441	0.0430	-0.4064	0.0546	-0.1308
C20361	0.0453	-0.0845	-0.2783	0.3090	-0.0966	-0.8095
C20371	-0.0091	0.4170	0.1552	-0.2884	-0.0837	0.1200
C20372	-0.0276	0.6419	-0.1065	0.3335	0.6042	-0.0216
C20373	0.3426	-0.3769	0.0391	-0.3730	0.1648	0.3682
C20374	0.1150	-0.3144	-0.3039	0.4503	0.4129	-0.4919
C20375	0.0599	-0.5151	-0.2784	-0.5414	0.2518	0.0277
C20376	0.6330	0.3030	-0.1818	0.1750	-0.2724	0.0270
C20377	-0.0267	-0.2707	0.6573	0.0367	0.2276	0.3850
C20378	-0.1666	-0.0385	-0.7707	-0.5665	-0.3143	-0.1273
C20379	0.2193	-0.3837	0.0956	-0.2582	-0.5100	0.0943
C20381	-0.3995	-0.3454	0.0458	-0.4240	0.3622	0.1416
C20384	-0.3593	-0.3573	-0.6245	0.5628	0.3108	0.1428
C20385	-0.1903	0.4680	0.1913	0.1041	-0.0602	-0.0287
C20386	0.0610	0.4186	-0.0100	0.1811	0.2905	-0.6135
C20387	-0.0567	-0.2092	-0.2695	-0.0935	-0.6963	0.0173
C20395	1.6433	1.4710	1.9188	1.6145	2.1428	2.7483
C20396	-0.0556	0.4779	-0.3244	-0.5233	0.6225	0.4605
C20397	-0.6209	-0.7571	-0.8444	-1.4574	-0.9634	-1.2194
C20399	-1.0875	-0.3415	-0.9016	-1.3369	-1.1478	-0.4099
C20400	-0.6190	-0.4414	-0.0121	0.4172	0.2254	-0.5218
C20403	-0.2060	0.4376	-0.1407	0.2775	0.5966	0.0610
C20404	-0.4911	-0.0550	-0.3101	0.1571	0.0355	-0.3156
C20406	0.3706	-0.2915	0.0652	0.2275	0.2573	-0.3683
C20407	-0.0657	0.5570	0.5767	-0.4108	0.1268	0.0644
C20408	0.1378	0.0584	0.3038	0.2977	-0.0922	0.0424
C20409	-0.4252	-0.0961	-0.0097	-0.1559	0.0203	0.0863
C20410	-0.2185	0.2050	-0.0430	-0.1404	-0.1710	0.4993
C20413	0.2347	0.8515	0.0718	0.3794	0.5977	0.2554
C20415	-1.5655	-1.7538	-1.8266	-1.9839	-2.2851	-2.3624
C20417	0.2410	0.1417	0.2108	-0.4085	-0.4619	0.2617
C20418	1.8196	1.5789	1.5175	2.1803	2.7074	1.8911
C20419	1.8620	2.0488	1.8692	2.1140	2.1072	3.0279
C20422	-0.0061	-0.0553	0.0010	-0.1478	-0.4063	-0.1070
C20423	-0.6518	-0.2472	-0.0312	0.1352	-0.4324	-0.3284
C20424	0.4000	-0.0718	-0.5051	-0.4362	-0.1562	0.2970
C20436	0.5010	-0.0462	-0.3682	-0.6437	0.1498	0.2179
C20437	-0.4215	0.8607	-0.2023	0.6045	-0.1530	0.1747
C20438	0.3094	0.2074	0.2184	0.2400	0.2347	0.5304
C20440	0.3357	-0.1828	-0.4858	0.3196	0.3153	-0.2042
C20444	-0.0080	-0.1005	-0.4622	-0.3786	-0.4464	-0.2867
C20445	-0.3917	-0.0523	-0.1051	-0.0173	-0.5248	-0.3152
C20447	0.1777	-0.0171	0.7802	0.0579	-0.2559	0.5187
C20452	0.4973	0.1895	-0.2474	-0.3540	-0.0617	-0.3732
C20453	-0.4431	-0.5449	0.1703	0.0323	-0.0602	-0.8932
C20466	0.0095	-0.1926	-0.3399	-0.0141	-0.0776	-0.1265
C20499	0.4323	-0.0047	0.2970	0.2684	-0.1477	0.1109
C20500	-0.0298	0.1653	-0.4376	-0.4552	-0.1458	-0.2073
C20502	0.0545	-0.3327	-0.6695	0.8028	-0.2891	-0.4288
C20503	-0.1948	0.1112	-0.4058	0.1508	-0.3825	0.4532
C20505	0.0274	0.0094	-0.5184	-0.3781	-0.0837	-0.3459
C20507	-0.1338	0.3493	0.3104	0.2787	-0.0242	0.0553
C20509	-0.1143	0.2849	0.0476	-0.0845	0.5340	-0.4609
C20512	0.3120	-0.0094	-0.5286	-0.0778	-0.1924	-0.5151
C20513	0.3474	0.5688	0.0090	-0.3745	-0.2128	-0.4532
C20518	0.5640	0.4507	0.3246	-0.0538	-0.2439	0.0274
C20522	0.5708	-0.0213	0.4658	0.0220	0.1296	-0.0666
C20525	-0.0403	-0.5467	0.4374	0.4799	-0.2956	0.3222
C20526	-0.3509	-0.0387	-0.5530	0.3063	0.3882	-0.1684
C20527	0.1095	0.3487	0.3387	-0.9136	0.0952	-0.2184
C20529	-0.3871	-0.5994	0.1013	-0.2060	0.1544	0.0149
C20530	0.0367	-0.2766	-0.0841	-0.0474	-0.3555	0.1240
C20559	-0.9294	-0.5671	0.1818	-0.2825	-0.1311	-0.4442
C20560	-0.3526	0.4754	0.1781	-0.2689	0.6823	0.0119
C20562	-0.3971	-0.2225	0.8960	0.1415	0.2251	0.1487
C20563	0.0567	0.2431	-0.3881	0.5251	-0.0743	0.1596
C20564	-0.5745	0.3697	-0.5228	-0.1657	0.6710	-0.2022
C20566	0.2145	0.2143	0.3417	-0.0922	-0.3432	-0.5286
C20567	-0.4235	-0.0798	-0.3994	-0.1392	0.0735	-0.0051
C20570	-0.2856	0.0701	-0.5225	-0.1892	-0.3695	-0.0697
C20571	1.2970	0.8238	2.0972	2.1788	2.2229	2.1263
C20572	-0.6048	-0.3758	0.0522	0.7120	0.3685	-0.4893
C20573	2.2998	1.6325	1.5998	2.0436	2.1549	2.6484
C20574	0.0782	0.2641	-0.0104	-0.0008	-0.0014	0.7596
C20575	-0.2413	0.1592	0.0778	-0.0424	0.0837	-0.6041
C20581	0.2643	0.4180	0.5055	0.6101	0.1207	0.0801
C20582	0.1035	-0.4342	0.2684	-0.2446	0.2442	0.2087
C20583	0.0474	-0.1682	0.1720	-0.0840	-0.0465	0.6166
C20589	0.6176	-0.0846	-0.1051	-0.2598	0.2639	-0.5171
C20604	0.2364	0.0766	0.3502	0.1567	0.9620	-0.1217
C20605	-0.2818	-0.3533	-0.1786	0.0456	0.1749	-0.1422
C20607	-0.0488	0.1191	0.3056	0.0018	-0.1878	0.8779
C20612	0.9509	1.6361	1.2442	2.0291	2.1649	2.0832
C20613	0.8157	1.6750	2.1662	2.6663	2.6692	2.9646
C20614	-0.0691	0.5475	0.4160	0.1615	-0.6365	-0.0312
C20629	0.0364	-0.0444	-0.2782	-0.3436	0.1632	0.1488
C20630	-0.4526	-0.0381	-0.2634	-0.0504	0.0750	0.0413
C20638	-0.4259	-1.8611	-1.6282	-1.6030	-2.4339	-2.5449
C20639	0.7344	0.0264	0.2597	0.1332	-0.0715	0.0937
C20640	-0.2936	-0.2305	0.0502	-0.0089	0.0538	0.1451
C20644	-0.0699	0.5715	-0.0982	0.0844	0.5123	0.4796
C20651	0.0783	0.4882	0.5337	0.3117	0.0151	-0.0877
C20653	0.1516	0.0056	-0.3028	0.0339	-0.1454	0.1353
C20654	0.2822	0.1192	-0.1963	0.2670	0.7886	0.2154
C20657	0.7310	0.0791	0.2643	-0.1519	0.5121	0.3962
C20666	0.1956	-0.0354	0.2822	-0.3445	-0.1157	-0.1771
C20668	0.0200	-0.5876	0.4323	0.1355	0.4293	-0.7579
C20672	0.3519	0.0504	-0.1261	-0.0006	-0.1574	0.2741
C20679	1.0425	1.0999	2.6708	1.6457	2.2991	2.3089
C20680	-0.2958	0.3560	0.2558	0.2255	-0.1221	0.3017
C20682	0.4125	-0.0709	-0.5055	0.1392	0.0880	-0.3507
C20683	-0.0183	-0.4122	0.3053	0.1056	0.4121	-0.4163
C20690	-0.0391	0.3589	-0.3457	-0.1306	-0.6720	0.4286
C20698	0.2398	0.0139	-0.1281	0.7467	-0.0800	0.3119
C20699	0.5193	-0.2790	0.5604	0.1263	0.4874	0.5579
C20710	0.0297	-0.3870	-0.4254	-0.0138	0.3623	-0.1261
C20737	-0.3707	0.1121	-0.1809	-0.3205	0.2448	-0.5714
C20738	-0.2612	-0.3283	0.2341	-0.4283	-0.0873	-0.1638
C20760	-0.0172	0.2104	-0.2497	-0.4645	-0.4788	0.0670
C20768	0.4677	0.7178	1.0314	0.9836	1.1227	1.4319
C20769	0.9487	1.8345	2.1672	2.1939	1.7805	2.8885
C20772	-1.1718	0.1387	-0.5415	-0.9516	-1.3760	-1.1727
C20773	0.0357	0.4856	-0.0546	0.3986	0.3951	-0.5276
C20774	-0.3036	-0.3639	0.5962	-0.0653	0.3806	0.3754
C20775	0.0045	-0.1309	0.4326	0.2278	-0.3508	0.2297
C20776	0.2857	0.0387	-0.1532	0.1640	0.0559	-0.1837
C20781	-1.3006	-0.8955	-1.2235	-0.6722	-1.2246	-1.2564
C20782	0.1089	0.0166	0.1459	0.4156	0.5308	0.5211
C20783	-0.1706	-0.1096	-0.1047	-0.4439	-0.3116	0.9133
C20784	0.0556	0.7899	0.8574	0.2208	-0.3793	-0.1221
C20790	0.0892	0.6260	-0.0736	0.2197	-0.3422	0.6133
C20792	0.5307	0.6415	0.2306	-0.2616	0.1155	-0.5489
C20793	-0.0121	-0.2272	0.0684	0.1478	0.4132	-0.2280
C20794	0.2893	-0.0210	0.2832	1.9120	0.9292	1.3678
C20799	-0.1601	0.7392	-0.0942	0.0197	-0.2783	0.0287
C20810	-0.0065	-0.0926	0.3797	-0.4055	-0.0485	-0.2040
C20825	1.4035	0.9885	1.4555	0.9570	1.3424	1.3619
C20827	-0.4037	-0.1658	-0.3015	-0.2386	-0.5065	-0.0457
