miRNA	Ensembl.Gene.ID	PLR
mmu-miR-191-5p	ENSMUSG00000075192	1.89
mmu-miR-191-5p	ENSMUSG00000096054	3.27
mmu-miR-192-3p	ENSMUSG00000018362	5.67
mmu-miR-192-3p	ENSMUSG00000031548	4.50
mmu-miR-192-3p	ENSMUSG00000040966	3.76
mmu-miR-192-3p	ENSMUSG00000046913	6.55
mmu-miR-192-3p	ENSMUSG00000049528	4.23
mmu-miR-192-3p	ENSMUSG00000060205	7.34
mmu-miR-192-3p	ENSMUSG00000096472	3.27
mmu-miR-192-5p	ENSMUSG00000022986	3.81
mmu-miR-192-5p	ENSMUSG00000029575	7.00
mmu-miR-192-5p	ENSMUSG00000031503	6.50
mmu-miR-192-5p	ENSMUSG00000036678	5.27
mmu-miR-192-5p	ENSMUSG00000037486	7.07
mmu-miR-192-5p	ENSMUSG00000045471	2.70
mmu-miR-192-5p	ENSMUSG00000059460	4.60
mmu-miR-192-5p	ENSMUSG00000119175	5.13
mmu-miR-193-3p	ENSMUSG00000026289	7.10
mmu-miR-193-3p	ENSMUSG00000028292	5.13
mmu-miR-193-3p	ENSMUSG00000032815	7.41
mmu-miR-193-3p	ENSMUSG00000058600	6.18
mmu-miR-193-3p	ENSMUSG00000061477	4.77
mmu-miR-193-3p	ENSMUSG00000078097	2.86
mmu-miR-193-3p	ENSMUSG00000078773	4.35
mmu-miR-193-3p	ENSMUSG00000090733	5.98
mmu-miR-193-3p	ENSMUSG00000105406	3.32
mmu-miR-193-3p	ENSMUSG00000108728	4.58
mmu-miR-193-3p	ENSMUSG00000118770	5.09
mmu-miR-193-5p	ENSMUSG00000003848	7.12
mmu-miR-193-5p	ENSMUSG00000069307	2.89
mmu-miR-193-5p	ENSMUSG00000084569	4.43
mmu-miR-193-5p	ENSMUSG00000116648	2.89
mmu-miR-194-3p	ENSMUSG00000012405	1.55
mmu-miR-194-3p	ENSMUSG00000024112	5.32
mmu-miR-194-3p	ENSMUSG00000026254	1.80
mmu-miR-194-3p	ENSMUSG00000027854	7.23
mmu-miR-194-3p	ENSMUSG00000036678	2.73
mmu-miR-194-3p	ENSMUSG00000039518	5.99
mmu-miR-194-3p	ENSMUSG00000050382	4.55
mmu-miR-194-3p	ENSMUSG00000050763	1.52
mmu-miR-194-3p	ENSMUSG00000094678	2.99
mmu-miR-194-3p	ENSMUSG00000116378	2.60
mmu-miR-194-3p	ENSMUSG00000119442	5.78
mmu-miR-194-5p	ENSMUSG00000004233	7.50
mmu-miR-194-5p	ENSMUSG00000004455	7.78
mmu-miR-194-5p	ENSMUSG00000020022	5.03
mmu-miR-194-5p	ENSMUSG00000021266	7.32
mmu-miR-194-5p	ENSMUSG00000028104	7.17
mmu-miR-194-5p	ENSMUSG00000033774	3.47
mmu-miR-194-5p	ENSMUSG00000061825	1.50
mmu-miR-194-5p	ENSMUSG00000063457	6.15
mmu-miR-194-5p	ENSMUSG00000089992	3.22
mmu-miR-195-3p	ENSMUSG00000021771	3.12
mmu-miR-195-3p	ENSMUSG00000027690	5.66
mmu-miR-195-3p	ENSMUSG00000028560	5.11
mmu-miR-195-3p	ENSMUSG00000028811	5.78
mmu-miR-195-3p	ENSMUSG00000030283	1.89
mmu-miR-195-3p	ENSMUSG00000033350	1.97
mmu-miR-195-3p	ENSMUSG00000043102	5.21
mmu-miR-195-3p	ENSMUSG00000045337	2.35
mmu-miR-195-3p	ENSMUSG00000057801	3.15
mmu-miR-195-3p	ENSMUSG00000068324	3.99
mmu-miR-195-5p	ENSMUSG00000002658	2.58
mmu-miR-195-5p	ENSMUSG00000028107	4.57
mmu-miR-195-5p	ENSMUSG00000031503	5.42
mmu-miR-195-5p	ENSMUSG00000036427	3.42
mmu-miR-195-5p	ENSMUSG00000058952	5.44
mmu-miR-195-5p	ENSMUSG00000061393	7.51
mmu-miR-195-5p	ENSMUSG00000069309	3.67
mmu-miR-196-3p	ENSMUSG00000021868	4.55
mmu-miR-196-3p	ENSMUSG00000022453	2.43
mmu-miR-196-3p	ENSMUSG00000048096	2.74
mmu-miR-196-3p	ENSMUSG00000074483	4.14
mmu-miR-196-3p	ENSMUSG00000084262	3.30
mmu-miR-196-5p	ENSMUSG00000047347	7.37
mmu-miR-196-5p	ENSMUSG00000062328	2.12
mmu-miR-196-5p	ENSMUSG00000062382	3.17
mmu-miR-196-5p	ENSMUSG00000095845	5.75
mmu-miR-196-5p	ENSMUSG00000096195	7.52
mmu-miR-197-3p	ENSMUSG00000025580	6.10
mmu-miR-197-3p	ENSMUSG00000031838	5.29
mmu-miR-197-3p	ENSMUSG00000032123	7.23
mmu-miR-197-3p	ENSMUSG00000040649	6.87
mmu-miR-197-3p	ENSMUSG00000060279	3.65
mmu-miR-197-5p	ENSMUSG00000026875	2.08
mmu-miR-197-5p	ENSMUSG00000055817	5.14
mmu-miR-197-5p	ENSMUSG00000064326	1.51
mmu-miR-197-5p	ENSMUSG00000074483	3.09
mmu-miR-197-5p	ENSMUSG00000119262	3.21
mmu-miR-198-3p	ENSMUSG00000019970	3.39
mmu-miR-198-3p	ENSMUSG00000032030	6.17
mmu-miR-198-3p	ENSMUSG00000034311	4.97
mmu-miR-198-3p	ENSMUSG00000036835	2.27
mmu-miR-198-3p	ENSMUSG00000042460	5.25
mmu-miR-198-3p	ENSMUSG00000043569	4.73
mmu-miR-198-3p	ENSMUSG00000050860	2.88
mmu-miR-198-3p	ENSMUSG00000118757	6.30
mmu-miR-198-3p	ENSMUSG00000119731	4.65
mmu-miR-198-5p	ENSMUSG00000018008	5.57
mmu-miR-198-5p	ENSMUSG00000020009	7.09
mmu-miR-198-5p	ENSMUSG00000023034	1.79
mmu-miR-198-5p	ENSMUSG00000024896	2.36
mmu-miR-198-5p	ENSMUSG00000026069	6.33
mmu-miR-198-5p	ENSMUSG00000028700	4.31
mmu-miR-198-5p	ENSMUSG00000036760	3.21
mmu-miR-198-5p	ENSMUSG00000037922	2.74
mmu-miR-199-3p	ENSMUSG00000025519	4.65
mmu-miR-199-3p	ENSMUSG00000029125	3.33
mmu-miR-199-3p	ENSMUSG00000030972	5.71
mmu-miR-199-3p	ENSMUSG00000034997	5.20
mmu-miR-199-3p	ENSMUSG00000118910	1.91
mmu-miR-199-5p	ENSMUSG00000003464	3.85
mmu-miR-199-5p	ENSMUSG00000028970	6.43
mmu-miR-199-5p	ENSMUSG00000074952	2.47
mmu-miR-199-5p	ENSMUSG00000084453	6.56
mmu-miR-199-5p	ENSMUSG00000118796	2.26
mmu-miR-200-3p	ENSMUSG00000029437	7.95
mmu-miR-200-3p	ENSMUSG00000066475	6.35
mmu-miR-200-3p	ENSMUSG00000075419	6.01
mmu-miR-200-3p	ENSMUSG00000118898	1.71
mmu-miR-200-5p	ENSMUSG00000026020	3.12
mmu-miR-200-5p	ENSMUSG00000027357	4.04
mmu-miR-200-5p	ENSMUSG00000029545	4.94
mmu-miR-200-5p	ENSMUSG00000032303	7.29
mmu-miR-200-5p	ENSMUSG00000036459	4.90
mmu-miR-200-5p	ENSMUSG00000039427	7.89
mmu-miR-200-5p	ENSMUSG00000048439	5.97
mmu-miR-200-5p	ENSMUSG00000052133	5.12
mmu-miR-200-5p	ENSMUSG00000056130	7.11
mmu-miR-200-5p	ENSMUSG00000089789	4.42
mmu-miR-200-5p	ENSMUSG00000090550	3.05
mmu-miR-200-5p	ENSMUSG00000121647	3.03
mmu-miR-201-3p	ENSMUSG00000018395	3.04
mmu-miR-201-3p	ENSMUSG00000020423	2.43
mmu-miR-201-3p	ENSMUSG00000023723	4.47
mmu-miR-201-3p	ENSMUSG00000026229	2.66
mmu-miR-201-3p	ENSMUSG00000034570	6.19
mmu-miR-201-3p	ENSMUSG00000036356	3.44
mmu-miR-201-5p	ENSMUSG00000028950	6.08
mmu-miR-201-5p	ENSMUSG00000029716	3.11
mmu-miR-201-5p	ENSMUSG00000031447	7.14
mmu-miR-201-5p	ENSMUSG00000038077	2.33
mmu-miR-201-5p	ENSMUSG00000043782	6.85
mmu-miR-202-3p	ENSMUSG00000000776	6.51
mmu-miR-202-3p	ENSMUSG00000025508	5.88
mmu-miR-202-3p	ENSMUSG00000029436	4.04
mmu-miR-202-3p	ENSMUSG00000038900	1.59
mmu-miR-202-3p	ENSMUSG00000052146	5.80
mmu-miR-202-3p	ENSMUSG00000062939	2.55
mmu-miR-202-3p	ENSMUSG00000069998	3.01
mmu-miR-202-3p	ENSMUSG00000071519	2.02
mmu-miR-202-3p	ENSMUSG00000075153	7.73
mmu-miR-202-3p	ENSMUSG00000095527	5.72
mmu-miR-202-3p	ENSMUSG00000119790	5.48
mmu-miR-202-5p	ENSMUSG00000022490	5.07
mmu-miR-202-5p	ENSMUSG00000024870	6.59
mmu-miR-202-5p	ENSMUSG00000032691	1.81
mmu-miR-202-5p	ENSMUSG00000037660	4.67
mmu-miR-202-5p	ENSMUSG00000069270	2.48
mmu-miR-203-3p	ENSMUSG00000019960	3.33
mmu-miR-203-3p	ENSMUSG00000021706	3.59
mmu-miR-203-3p	ENSMUSG00000024587	7.33
mmu-miR-203-3p	ENSMUSG00000028894	5.11
mmu-miR-203-3p	ENSMUSG00000028936	3.16
mmu-miR-203-3p	ENSMUSG00000029998	7.35
mmu-miR-203-3p	ENSMUSG00000118781	1.65
mmu-miR-203-3p	ENSMUSG00000118898	7.94
mmu-miR-203-5p	ENSMUSG00000015957	4.62
mmu-miR-203-5p	ENSMUSG00000020572	2.75
mmu-miR-203-5p	ENSMUSG00000022623	7.41
mmu-miR-203-5p	ENSMUSG00000024399	5.23
mmu-miR-203-5p	ENSMUSG00000036678	5.62
mmu-miR-203-5p	ENSMUSG00000060681	6.73
mmu-miR-204-3p	ENSMUSG00000026271	7.74
mmu-miR-204-3p	ENSMUSG00000030583	6.38
mmu-miR-204-3p	ENSMUSG00000042410	5.01
mmu-miR-204-3p	ENSMUSG00000095524	4.23
mmu-miR-204-5p	ENSMUSG00000002326	4.79
mmu-miR-204-5p	ENSMUSG00000021362	1.63
mmu-miR-204-5p	ENSMUSG00000025792	3.37
mmu-miR-204-5p	ENSMUSG00000032572	3.62
mmu-miR-204-5p	ENSMUSG00000047496	5.82
mmu-miR-204-5p	ENSMUSG00000048096	4.36
mmu-miR-204-5p	ENSMUSG00000119012	5.69
mmu-miR-205-3p	ENSMUSG00000021670	1.64
mmu-miR-205-3p	ENSMUSG00000026726	5.80
mmu-miR-205-3p	ENSMUSG00000028104	1.82
mmu-miR-205-3p	ENSMUSG00000028622	7.95
mmu-miR-205-3p	ENSMUSG00000033220	5.73
mmu-miR-205-3p	ENSMUSG00000036678	5.06
mmu-miR-205-3p	ENSMUSG00000051136	4.54
mmu-miR-205-3p	ENSMUSG00000119324	7.21
mmu-miR-205-3p	ENSMUSG00002076380	2.95
mmu-miR-205-5p	ENSMUSG00000015950	3.54
mmu-miR-205-5p	ENSMUSG00000025351	4.46
mmu-miR-205-5p	ENSMUSG00000026114	6.16
mmu-miR-205-5p	ENSMUSG00000026567	2.03
mmu-miR-205-5p	ENSMUSG00000028747	4.75
mmu-miR-205-5p	ENSMUSG00000031585	2.24
mmu-miR-205-5p	ENSMUSG00000034997	4.95
mmu-miR-205-5p	ENSMUSG00000036817	3.92
mmu-miR-205-5p	ENSMUSG00000058216	3.48
mmu-miR-205-5p	ENSMUSG00000069309	1.90
mmu-miR-205-5p	ENSMUSG00000090951	7.70
mmu-miR-206-3p	ENSMUSG00000021868	5.20
mmu-miR-206-3p	ENSMUSG00000023947	6.78
mmu-miR-206-3p	ENSMUSG00000026229	3.31
mmu-miR-206-3p	ENSMUSG00000038077	6.12
mmu-miR-206-5p	ENSMUSG00000022453	6.41
mmu-miR-206-5p	ENSMUSG00000025401	2.59
mmu-miR-206-5p	ENSMUSG00000028004	6.15
mmu-miR-206-5p	ENSMUSG00000031789	6.52
mmu-miR-206-5p	ENSMUSG00000038612	6.07
mmu-miR-206-5p	ENSMUSG00000042349	7.88
mmu-miR-206-5p	ENSMUSG00000044201	3.32
mmu-miR-206-5p	ENSMUSG00000075062	2.21
mmu-miR-206-5p	ENSMUSG00000079108	6.87
mmu-miR-206-5p	ENSMUSG00000095573	6.13
mmu-miR-206-5p	ENSMUSG00000111715	2.42
mmu-miR-206-5p	ENSMUSG00000119731	7.90
mmu-miR-207-3p	ENSMUSG00000006335	2.16
mmu-miR-207-3p	ENSMUSG00000022150	3.80
mmu-miR-207-3p	ENSMUSG00000022292	6.59
mmu-miR-207-3p	ENSMUSG00000029925	2.88
mmu-miR-207-3p	ENSMUSG00000031539	3.74
mmu-miR-207-3p	ENSMUSG00000033352	4.75
mmu-miR-207-3p	ENSMUSG00000063129	5.45
mmu-miR-207-3p	ENSMUSG00000065402	4.95
mmu-miR-207-3p	ENSMUSG00000096763	2.98
mmu-miR-207-3p	ENSMUSG00000119086	2.71
mmu-miR-207-3p	ENSMUSG00000119516	7.10
mmu-miR-207-5p	ENSMUSG00000002108	7.27
mmu-miR-207-5p	ENSMUSG00000004446	8.00
mmu-miR-207-5p	ENSMUSG00000019960	2.82
mmu-miR-207-5p	ENSMUSG00000027071	4.69
mmu-miR-207-5p	ENSMUSG00000034681	3.81
mmu-miR-207-5p	ENSMUSG00000064394	1.58
mmu-miR-207-5p	ENSMUSG00000064580	5.53
mmu-miR-207-5p	ENSMUSG00000066324	4.69
mmu-miR-208-3p	ENSMUSG00000021536	7.08
mmu-miR-208-3p	ENSMUSG00000026450	4.15
mmu-miR-208-3p	ENSMUSG00000027273	3.85
mmu-miR-208-3p	ENSMUSG00000028107	6.75
mmu-miR-208-3p	ENSMUSG00000030603	3.56
mmu-miR-208-3p	ENSMUSG00000032030	4.42
mmu-miR-208-3p	ENSMUSG00000058440	2.06
mmu-miR-208-3p	ENSMUSG00000064591	2.33
mmu-miR-208-3p	ENSMUSG00000066262	4.60
mmu-miR-208-3p	ENSMUSG00000078080	2.95
mmu-miR-208-3p	ENSMUSG00000119552	5.23
mmu-miR-208-5p	ENSMUSG00000017718	7.99
mmu-miR-208-5p	ENSMUSG00000025178	7.09
mmu-miR-208-5p	ENSMUSG00000025508	7.76
mmu-miR-208-5p	ENSMUSG00000029299	6.52
mmu-miR-208-5p	ENSMUSG00000045202	7.55
mmu-miR-208-5p	ENSMUSG00000064586	2.06
mmu-miR-208-5p	ENSMUSG00000106147	5.60
mmu-miR-209-3p	ENSMUSG00000019254	4.49
mmu-miR-209-3p	ENSMUSG00000020289	7.52
mmu-miR-209-3p	ENSMUSG00000031789	3.21
mmu-miR-209-3p	ENSMUSG00000068227	1.71
mmu-miR-209-3p	ENSMUSG00000070853	7.42
mmu-miR-209-3p	ENSMUSG00000074264	7.55
mmu-miR-209-5p	ENSMUSG00000028910	6.38
mmu-miR-209-5p	ENSMUSG00000031666	3.91
mmu-miR-209-5p	ENSMUSG00000043004	5.33
mmu-miR-209-5p	ENSMUSG00000059070	7.67
mmu-miR-209-5p	ENSMUSG00000078118	7.75
mmu-miR-210-3p	ENSMUSG00000015994	7.25
mmu-miR-210-3p	ENSMUSG00000018848	4.49
mmu-miR-210-3p	ENSMUSG00000021789	1.54
mmu-miR-210-3p	ENSMUSG00000025515	3.45
mmu-miR-210-3p	ENSMUSG00000026193	4.09
mmu-miR-210-3p	ENSMUSG00000049741	7.78
mmu-miR-210-3p	ENSMUSG00000053719	4.37
mmu-miR-210-3p	ENSMUSG00000058230	2.38
mmu-miR-210-3p	ENSMUSG00000078798	2.84
mmu-miR-210-3p	ENSMUSG00000079553	2.63
mmu-miR-210-5p	ENSMUSG00000027611	6.40
mmu-miR-210-5p	ENSMUSG00000030037	7.13
mmu-miR-210-5p	ENSMUSG00000030697	3.77
mmu-miR-210-5p	ENSMUSG00000040669	3.21
mmu-miR-210-5p	ENSMUSG00000069307	1.89
mmu-miR-211-3p	ENSMUSG00000001260	7.31
mmu-miR-211-3p	ENSMUSG00000025178	5.23
mmu-miR-211-3p	ENSMUSG00000028059	5.87
mmu-miR-211-3p	ENSMUSG00000028104	4.97
mmu-miR-211-3p	ENSMUSG00000031119	4.20
mmu-miR-211-3p	ENSMUSG00000038622	2.31
mmu-miR-211-3p	ENSMUSG00000039450	1.59
mmu-miR-211-3p	ENSMUSG00000055531	4.58
mmu-miR-211-3p	ENSMUSG00000056130	3.40
mmu-miR-211-3p	ENSMUSG00000066242	4.31
mmu-miR-211-3p	ENSMUSG00000070875	1.73
mmu-miR-211-3p	ENSMUSG00000118918	6.88
mmu-miR-211-5p	ENSMUSG00000016087	4.04
mmu-miR-211-5p	ENSMUSG00000027133	6.15
mmu-miR-211-5p	ENSMUSG00000048758	2.37
mmu-miR-211-5p	ENSMUSG00000052459	5.43
mmu-miR-211-5p	ENSMUSG00000054293	4.71
mmu-miR-211-5p	ENSMUSG00000073900	7.40
mmu-miR-211-5p	ENSMUSG00000100004	5.01
mmu-miR-211-5p	ENSMUSG00000119308	4.11
mmu-miR-212-3p	ENSMUSG00000020817	4.52
mmu-miR-212-3p	ENSMUSG00000026112	6.44
mmu-miR-212-3p	ENSMUSG00000026421	3.57
mmu-miR-212-3p	ENSMUSG00000031256	7.27
mmu-miR-212-3p	ENSMUSG00000033703	5.47
mmu-miR-212-3p	ENSMUSG00000037664	2.80
mmu-miR-212-3p	ENSMUSG00000039221	6.08
mmu-miR-212-3p	ENSMUSG00000046493	2.93
mmu-miR-212-3p	ENSMUSG00000061436	7.98
mmu-miR-212-5p	ENSMUSG00000020566	4.15
mmu-miR-212-5p	ENSMUSG00000023067	4.72
mmu-miR-212-5p	ENSMUSG00000027004	3.11
mmu-miR-212-5p	ENSMUSG00000079299	4.36
mmu-miR-213-3p	ENSMUSG00000020027	4.07
mmu-miR-213-3p	ENSMUSG00000020349	2.43
mmu-miR-213-3p	ENSMUSG00000024399	7.68
mmu-miR-213-3p	ENSMUSG00000025340	4.72
mmu-miR-213-3p	ENSMUSG00000025351	1.71
mmu-miR-213-3p	ENSMUSG00000026156	2.92
mmu-miR-213-3p	ENSMUSG00000030871	7.94
mmu-miR-213-3p	ENSMUSG00000037348	7.48
mmu-miR-213-3p	ENSMUSG00000047407	4.41
mmu-miR-213-3p	ENSMUSG00000049999	7.02
mmu-miR-213-3p	ENSMUSG00000075133	3.53
mmu-miR-213-3p	ENSMUSG00000075201	6.58
mmu-miR-213-5p	ENSMUSG00000001025	4.00
mmu-miR-213-5p	ENSMUSG00000018567	2.27
mmu-miR-213-5p	ENSMUSG00000022241	3.94
mmu-miR-213-5p	ENSMUSG00000029394	5.12
mmu-miR-213-5p	ENSMUSG00000030729	3.69
mmu-miR-213-5p	ENSMUSG00000040663	4.93
mmu-miR-213-5p	ENSMUSG00000044337	5.84
mmu-miR-213-5p	ENSMUSG00000049648	3.12
mmu-miR-213-5p	ENSMUSG00000058349	2.30
mmu-miR-213-5p	ENSMUSG00000109350	6.87
mmu-miR-213-5p	ENSMUSG00000109801	6.11
mmu-miR-214-3p	ENSMUSG00000015748	3.94
mmu-miR-214-3p	ENSMUSG00000022074	5.22
mmu-miR-214-3p	ENSMUSG00000032633	4.04
mmu-miR-214-3p	ENSMUSG00000037111	1.60
mmu-miR-214-3p	ENSMUSG00000053004	7.17
mmu-miR-214-3p	ENSMUSG00000064543	6.33
mmu-miR-214-3p	ENSMUSG00000068324	6.83
mmu-miR-214-3p	ENSMUSG00000121797	7.61
mmu-miR-214-5p	ENSMUSG00000020108	7.13
mmu-miR-214-5p	ENSMUSG00000027107	3.33
mmu-miR-214-5p	ENSMUSG00000030744	7.66
mmu-miR-214-5p	ENSMUSG00000032280	6.59
mmu-miR-214-5p	ENSMUSG00000036825	3.64
mmu-miR-215-3p	ENSMUSG00000000182	3.84
mmu-miR-215-3p	ENSMUSG00000021639	5.80
mmu-miR-215-3p	ENSMUSG00000036779	2.23
mmu-miR-215-3p	ENSMUSG00000058807	3.90
mmu-miR-215-3p	ENSMUSG00000068817	3.03
mmu-miR-215-5p	ENSMUSG00000004631	2.96
mmu-miR-215-5p	ENSMUSG00000019487	6.44
mmu-miR-215-5p	ENSMUSG00000026479	4.36
mmu-miR-215-5p	ENSMUSG00000040620	3.21
mmu-miR-215-5p	ENSMUSG00000065029	3.84
mmu-miR-215-5p	ENSMUSG00000065657	4.49
mmu-miR-215-5p	ENSMUSG00000070140	6.45
mmu-miR-215-5p	ENSMUSG00000121797	6.24
mmu-miR-216-3p	ENSMUSG00000005354	6.97
mmu-miR-216-3p	ENSMUSG00000007892	6.75
mmu-miR-216-3p	ENSMUSG00000022706	7.39
mmu-miR-216-3p	ENSMUSG00000024868	6.36
mmu-miR-216-3p	ENSMUSG00000029998	4.69
mmu-miR-216-3p	ENSMUSG00000038567	6.12
mmu-miR-216-3p	ENSMUSG00000047878	2.83
mmu-miR-216-3p	ENSMUSG00000048001	2.48
mmu-miR-216-5p	ENSMUSG00000023932	6.23
mmu-miR-216-5p	ENSMUSG00000024041	2.11
mmu-miR-216-5p	ENSMUSG00000029426	4.22
mmu-miR-216-5p	ENSMUSG00000031383	5.41
mmu-miR-216-5p	ENSMUSG00000040620	3.72
mmu-miR-216-5p	ENSMUSG00000055723	5.52
mmu-miR-216-5p	ENSMUSG00000059205	3.79
mmu-miR-216-5p	ENSMUSG00000118907	7.50
mmu-miR-216-5p	ENSMUSG00000119501	4.24
mmu-miR-217-3p	ENSMUSG00000025580	5.59
mmu-miR-217-3p	ENSMUSG00000028086	4.99
mmu-miR-217-3p	ENSMUSG00000035458	6.51
mmu-miR-217-3p	ENSMUSG00000060244	5.57
mmu-miR-217-3p	ENSMUSG00000078945	3.56
mmu-miR-217-5p	ENSMUSG00000024339	4.10
mmu-miR-217-5p	ENSMUSG00000032604	5.13
mmu-miR-217-5p	ENSMUSG00000040820	7.40
mmu-miR-217-5p	ENSMUSG00000063116	5.78
mmu-miR-217-5p	ENSMUSG00000073931	4.09
mmu-miR-217-5p	ENSMUSG00000073967	6.12
mmu-miR-217-5p	ENSMUSG00000121801	1.55
mmu-miR-218-3p	ENSMUSG00000019831	7.69
mmu-miR-218-3p	ENSMUSG00000021932	4.11
mmu-miR-218-3p	ENSMUSG00000051498	4.56
mmu-miR-218-3p	ENSMUSG00000061589	4.93
mmu-miR-218-3p	ENSMUSG00000075215	4.78
mmu-miR-218-3p	ENSMUSG00000089992	7.06
mmu-miR-218-3p	ENSMUSG00000111356	4.35
mmu-miR-218-5p	ENSMUSG00000021786	5.94
mmu-miR-218-5p	ENSMUSG00000021919	4.10
mmu-miR-218-5p	ENSMUSG00000022314	4.54
mmu-miR-218-5p	ENSMUSG00000036463	7.15
mmu-miR-218-5p	ENSMUSG00000047347	1.78
mmu-miR-218-5p	ENSMUSG00000068806	7.54
mmu-miR-219-3p	ENSMUSG00000006333	2.88
mmu-miR-219-3p	ENSMUSG00000024608	7.29
mmu-miR-219-3p	ENSMUSG00000028645	4.74
mmu-miR-219-3p	ENSMUSG00000091971	5.44
mmu-miR-219-3p	ENSMUSG00000095576	3.58
mmu-miR-219-5p	ENSMUSG00000015619	5.61
mmu-miR-219-5p	ENSMUSG00000025823	1.94
mmu-miR-219-5p	ENSMUSG00000051611	6.59
mmu-miR-219-5p	ENSMUSG00000060073	4.55
mmu-miR-219-5p	ENSMUSG00000064764	7.26
mmu-miR-219-5p	ENSMUSG00000105406	1.53
mmu-miR-220-3p	ENSMUSG00000022711	2.07
mmu-miR-220-3p	ENSMUSG00000028811	1.67
mmu-miR-220-3p	ENSMUSG00000038240	4.17
mmu-miR-220-3p	ENSMUSG00000060759	6.61
mmu-miR-220-3p	ENSMUSG00000079316	3.73
mmu-miR-220-5p	ENSMUSG00000020850	2.86
mmu-miR-220-5p	ENSMUSG00000028672	3.91
mmu-miR-220-5p	ENSMUSG00000041609	7.98
mmu-miR-220-5p	ENSMUSG00000046167	5.50
mmu-miR-220-5p	ENSMUSG00000073927	2.97
mmu-miR-221-3p	ENSMUSG00000019982	5.77
mmu-miR-221-3p	ENSMUSG00000024209	5.34
mmu-miR-221-3p	ENSMUSG00000035202	3.07
mmu-miR-221-3p	ENSMUSG00000052911	5.76
mmu-miR-221-3p	ENSMUSG00000055523	2.36
mmu-miR-221-5p	ENSMUSG00000001023	3.59
mmu-miR-221-5p	ENSMUSG00000025172	6.09
mmu-miR-221-5p	ENSMUSG00000040714	2.70
mmu-miR-221-5p	ENSMUSG00000047050	5.20
mmu-miR-221-5p	ENSMUSG00000059851	6.70
mmu-miR-221-5p	ENSMUSG00000065155	6.49
mmu-miR-222-3p	ENSMUSG00000027333	1.68
mmu-miR-222-3p	ENSMUSG00000030045	7.02
mmu-miR-222-3p	ENSMUSG00000031558	2.35
mmu-miR-222-3p	ENSMUSG00000042523	7.04
mmu-miR-222-3p	ENSMUSG00000050195	4.66
mmu-miR-222-3p	ENSMUSG00000096195	4.52
mmu-miR-222-3p	ENSMUSG00000101312	5.67
mmu-miR-222-5p	ENSMUSG00000028426	5.33
mmu-miR-222-5p	ENSMUSG00000030230	7.22
mmu-miR-222-5p	ENSMUSG00000030744	5.24
mmu-miR-222-5p	ENSMUSG00000040706	4.79
mmu-miR-222-5p	ENSMUSG00000064734	6.52
mmu-miR-222-5p	ENSMUSG00000071516	3.59
mmu-miR-222-5p	ENSMUSG00000118677	4.40
mmu-miR-223-3p	ENSMUSG00000013833	3.66
mmu-miR-223-3p	ENSMUSG00000020287	6.26
mmu-miR-223-3p	ENSMUSG00000032572	4.22
mmu-miR-223-3p	ENSMUSG00000059473	7.19
mmu-miR-223-3p	ENSMUSG00000088149	6.80
mmu-miR-223-5p	ENSMUSG00000018796	5.47
mmu-miR-223-5p	ENSMUSG00000050370	3.87
mmu-miR-223-5p	ENSMUSG00000064653	3.89
mmu-miR-223-5p	ENSMUSG00000079435	4.63
mmu-miR-224-3p	ENSMUSG00000024154	6.43
mmu-miR-224-3p	ENSMUSG00000031503	2.60
mmu-miR-224-3p	ENSMUSG00000037104	3.86
mmu-miR-224-3p	ENSMUSG00000037111	2.57
mmu-miR-224-3p	ENSMUSG00000040957	3.01
mmu-miR-224-3p	ENSMUSG00000047459	6.56
mmu-miR-224-3p	ENSMUSG00000049133	7.24
mmu-miR-224-3p	ENSMUSG00000051592	1.88
mmu-miR-224-3p	ENSMUSG00000061589	7.14
mmu-miR-224-3p	ENSMUSG00000064682	6.25
mmu-miR-224-3p	ENSMUSG00000070182	5.27
mmu-miR-224-3p	ENSMUSG00000119748	4.76
mmu-miR-224-5p	ENSMUSG00000020432	6.82
mmu-miR-224-5p	ENSMUSG00000021240	7.46
mmu-miR-224-5p	ENSMUSG00000022471	6.82
mmu-miR-224-5p	ENSMUSG00000033161	6.06
mmu-miR-224-5p	ENSMUSG00000036120	4.89
mmu-miR-224-5p	ENSMUSG00000036333	3.03
mmu-miR-224-5p	ENSMUSG00000040354	4.91
mmu-miR-224-5p	ENSMUSG00000043964	5.37
mmu-miR-224-5p	ENSMUSG00000051906	4.91
mmu-miR-224-5p	ENSMUSG00000064630	5.03
mmu-miR-224-5p	ENSMUSG00000071149	2.59
mmu-miR-224-5p	ENSMUSG00000111661	3.12
mmu-miR-225-3p	ENSMUSG00000024241	2.69
mmu-miR-225-3p	ENSMUSG00000025401	7.80
mmu-miR-225-3p	ENSMUSG00000032186	5.25
mmu-miR-225-3p	ENSMUSG00000040269	1.84
mmu-miR-225-3p	ENSMUSG00000055866	4.09
mmu-miR-225-3p	ENSMUSG00000061099	4.07
mmu-miR-225-3p	ENSMUSG00000067567	6.06
mmu-miR-225-3p	ENSMUSG00000098181	2.17
mmu-miR-225-3p	ENSMUSG00000119615	2.51
mmu-miR-225-5p	ENSMUSG00000001507	1.78
mmu-miR-225-5p	ENSMUSG00000003731	6.32
mmu-miR-225-5p	ENSMUSG00000022751	2.80
mmu-miR-225-5p	ENSMUSG00000026648	5.17
