RegulatorID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
Nfix	12.481598	12.482784	12.679468	12.399893	12.525181	12.301088	12.274917	12.312335	12.178356	12.618201	12.657810	12.499042	12.559919	12.395986	12.466643	12.613608	12.384953	12.724036	12.602514	12.509695	12.895723	12.506899	12.378431	12.552378	11.992595	11.780782	11.380023	11.006701	11.475611	11.414195	10.276005	10.365492	9.986959	10.355509	10.453074	10.204712
Nfkb1	13.608031	13.706000	13.626079	13.813529	13.635924	13.443898	13.584499	13.638145	13.434034	13.784292	13.767264	13.641696	13.615555	13.502787	13.526983	13.684517	13.726973	13.510888	13.808109	13.641731	13.627258	13.321451	13.487700	13.321204	13.490200	13.506506	13.731860	13.800392	13.698644	13.900126	14.056177	13.990614	14.072154	13.994301	13.976658	14.018274
Nfkb2	12.201819	12.145412	12.278831	11.855586	12.091408	12.079260	11.765446	11.928834	11.811793	12.255721	12.092251	12.068468	12.168545	12.198069	11.770927	12.273810	11.904856	12.091863	12.264674	12.305487	12.326482	11.397135	11.399481	11.395906	11.221555	11.193270	10.940290	11.388188	11.542906	11.143601	12.045559	12.060715	12.037582	13.057401	12.634657	12.940683
Nfkbia	13.550265	13.525863	13.127704	13.302080	13.205831	13.744110	13.444781	13.375735	13.603796	13.080439	12.885713	13.330999	13.064450	12.900720	13.394805	13.115597	13.026627	13.176261	12.622323	12.615591	12.493694	12.982802	13.102321	13.356675	12.752412	13.040134	12.305492	12.903136	12.838560	13.348442	13.415560	13.522191	13.681026	14.480845	14.568811	14.464588
Nfkbiz	9.256740	9.450391	8.789670	8.789431	9.248107	9.334671	8.335936	9.110626	9.140237	8.851523	9.692716	9.266566	9.073713	9.714172	9.473455	9.709434	9.692637	9.851957	10.245339	10.478168	9.694573	9.132559	9.468971	9.866166	9.012540	9.404867	9.924008	9.922953	9.937882	9.522740	11.000006	10.719061	10.368705	11.058498	11.312172	11.177998
Nfya	13.505601	13.563463	13.561907	13.208370	13.332398	12.908399	13.251574	13.197730	12.765792	13.451417	13.321178	13.172321	13.355535	13.200547	12.997234	13.395660	13.374269	13.340347	13.550652	13.428923	13.594210	13.197553	13.171403	12.907428	12.970729	12.925207	12.551194	12.716558	12.936660	12.715964	12.950869	13.074062	13.053902	12.797037	12.798716	12.834935
Nfyb	11.806528	11.680728	11.792724	11.654412	11.620078	11.631006	11.826547	11.687054	11.715440	11.724900	11.686715	11.502240	11.763033	11.738908	11.586155	11.618740	11.780202	11.615303	11.691860	11.816877	11.761105	12.170700	11.982429	11.943288	12.410610	12.397965	12.528627	12.068396	12.021375	11.964770	11.957628	11.999446	12.006030	11.910695	11.879162	12.038596
Nfyc	13.244533	13.306764	13.171950	13.342519	13.171173	13.545906	13.614858	13.341412	13.383882	13.301031	13.473034	13.404949	13.023722	12.965639	13.557848	13.490024	13.374291	13.711862	13.069616	12.664202	12.949627	12.972736	13.288138	13.622502	13.155002	13.469458	13.533038	13.351311	13.510395	13.930883	13.281787	13.255904	12.949643	13.347631	13.217978	13.042713
Nkx2-1	4.477480	4.879850	4.580536	4.651591	4.690051	5.233292	6.082509	3.405891	4.716747	4.055868	4.874810	4.714137	4.656567	4.323100	6.341231	5.340924	4.837672	6.052136	3.595479	3.601098	4.101132	3.804225	3.935121	5.471514	4.618490	4.697696	6.532958	4.283976	4.931504	6.249523	5.461594	4.930440	5.341299	4.785459	5.680450	4.547435
Nono	16.327934	16.383301	16.413327	16.203653	16.346933	15.904073	15.926787	16.112065	15.693219	16.320326	16.325741	15.976891	16.320124	16.379738	15.838368	16.252191	16.295611	15.943087	16.255013	16.386949	16.254549	16.415158	16.237959	15.992790	16.455740	16.182283	16.320791	16.321338	16.538254	16.029283	16.623051	16.562899	16.303986	16.575460	16.400894	16.582421
Notch1	12.759006	12.503321	12.835615	12.804356	12.785892	12.134594	12.328946	12.138019	11.554020	12.701749	12.259089	11.918591	12.883696	12.388534	11.950892	12.607893	12.356437	11.962689	13.216494	13.106472	13.266008	13.106436	12.966096	12.081269	12.908996	12.654834	12.001789	12.590921	13.191907	12.541283	12.386902	12.529329	12.221374	12.241990	12.208907	11.928890
Notch2	11.658859	11.354742	12.025033	11.636565	11.727889	11.262693	10.999583	11.224514	11.153336	11.883544	11.684480	11.321095	11.738022	11.523436	10.867243	11.572804	11.612590	11.500125	11.918060	11.742454	12.241901	11.747816	11.605996	11.028341	11.879279	11.299019	11.109533	11.987490	11.930838	12.011014	12.296256	12.295055	12.194242	12.515443	12.109994	12.274363
Notch4	6.202502	6.726015	6.054253	6.607530	6.133575	5.997363	7.794974	6.851959	6.107930	5.399867	6.355349	6.567741	5.549755	6.126959	6.841306	5.726451	5.842149	4.040906	5.774500	5.094955	5.472865	5.076537	5.227296	6.185063	4.870743	5.501452	5.501811	5.090661	5.337721	7.074403	5.583517	5.658047	6.146133	5.735762	5.180203	6.184310
Nr1d1	10.180081	10.148320	10.366932	10.050009	10.250793	9.881656	10.370391	9.923413	9.786854	10.348738	10.001864	9.957438	10.336441	10.250006	9.846980	10.430481	10.316665	10.189999	9.792685	9.637117	10.342290	5.772021	5.416651	5.578920	5.360621	5.066586	4.372158	5.653135	6.045583	5.531350	5.488241	5.497293	5.769039	4.888895	5.939535	4.989958
Nr1h2	14.154517	14.145570	14.000421	14.229697	14.143714	14.165873	14.140476	14.091871	14.049408	14.054529	14.045366	14.090042	14.199221	14.027403	14.035559	14.200693	14.112011	13.947533	13.969344	14.050923	13.883446	14.157149	14.164691	14.116119	14.336311	14.397375	14.374792	14.509054	14.556063	14.548977	14.530460	14.428919	14.350077	14.506057	14.484728	14.451666
Nr1h3	5.559889	5.673277	5.223888	6.118274	6.264741	7.113571	6.890803	5.894076	6.955919	5.256534	5.497990	5.514249	6.436778	5.687547	7.157364	5.089216	5.564243	6.705504	4.361122	4.352160	4.812423	4.344842	4.768086	5.826716	5.557456	5.238782	4.199127	7.285142	6.223759	7.670348	5.977601	6.257815	5.898108	7.381957	5.952172	6.945589
Nr2c1	11.013966	10.822882	11.122122	10.946810	11.037725	11.063871	10.609208	11.110799	11.231112	10.966613	11.000182	10.809945	11.011540	10.948924	10.215602	10.967724	11.133597	11.123417	10.470129	10.719696	10.815346	10.858665	10.918386	10.588210	10.774719	10.619257	10.540961	10.870627	10.877340	10.800392	11.246201	11.100999	10.989453	11.191892	11.019680	11.150167
Nr2c2	13.623800	13.575957	13.549574	13.720041	13.622688	13.264348	13.624185	13.519458	13.199397	13.739587	13.621185	13.556680	13.513588	13.456708	13.465774	13.533631	13.630011	13.392164	13.823961	13.657826	13.632639	13.297411	13.314202	13.082884	13.509722	13.277905	13.141155	13.305756	13.442239	13.253349	13.601293	13.482965	13.572796	13.457234	13.517645	13.544003
Nr3c1	12.096571	11.955654	12.192457	12.223641	12.099954	11.871066	11.948932	11.942097	11.869965	12.182527	12.000323	11.932701	12.030377	11.922692	11.651576	12.051248	11.935846	11.850318	12.301471	12.141502	12.387376	12.513936	12.389346	12.302737	12.620084	12.368207	12.387309	12.677233	12.559853	12.593957	12.959482	12.885896	13.102909	12.974872	13.018759	13.070187
Nr4a1	10.328838	10.035408	10.226939	10.339225	10.379549	9.826937	10.737158	10.306864	10.016867	10.358936	10.433536	9.778279	10.404132	10.257423	9.517064	10.592876	10.591097	9.989196	11.029900	10.801950	11.053116	10.302653	10.629249	9.971395	10.444308	9.740311	9.603433	10.049818	10.685506	10.927990	10.631475	10.641356	10.235622	10.795855	10.408199	10.440677
Nr4a2	7.672129	7.462931	8.013494	6.794403	7.579210	7.613287	7.454591	7.341104	7.434744	7.644032	7.707444	7.520220	7.052057	7.351998	8.112371	7.256469	7.404784	8.038905	7.803641	7.680589	7.608438	7.548913	7.176329	6.765583	6.725768	6.805202	6.059376	6.033185	6.738541	5.352819	6.359350	6.979337	6.908201	6.347154	6.126156	6.445856
Nrf1	12.616945	12.598572	12.573768	12.818127	12.533804	12.670976	12.884896	12.596606	12.437540	12.612233	12.800464	12.892787	12.557483	12.589262	13.023451	12.686573	12.575910	12.648622	12.496665	12.216075	12.175259	12.375408	12.511939	12.739590	12.384490	12.577254	12.665581	12.337533	12.334360	12.255937	11.963656	11.904037	11.938996	11.887144	11.816476	11.738822
Nupr1	7.507231	7.700443	6.845856	6.633645	7.858640	8.345496	6.043584	7.599519	8.764820	6.474186	8.172672	7.910479	7.316051	8.545791	9.181884	6.336307	7.896496	6.694367	7.219150	7.892192	7.187032	7.553061	7.276978	7.908110	5.367092	6.888232	7.313616	5.430963	4.157931	5.887221	3.471058	3.870076	4.066767	4.479961	4.891342	4.397573
Nvl	13.190132	13.155332	13.539098	13.270638	13.318389	12.809509	12.965385	13.201033	12.833943	13.509898	13.374162	13.173262	13.532572	13.452451	12.655371	13.071843	13.288166	13.122098	13.273584	13.408973	13.611855	13.087836	13.075240	12.513106	12.910292	12.590538	12.464926	12.413508	12.525295	11.934050	12.558089	12.587606	12.408557	12.579735	12.464447	12.404066
Parp1	15.409381	15.233805	15.512585	15.377082	15.334675	14.933541	14.830177	15.146697	14.836413	15.487156	15.332776	15.021190	15.434888	15.425303	14.897556	15.209343	15.216905	14.790321	15.573719	15.614795	15.540966	15.430311	15.247051	14.792441	15.431573	15.202790	15.097829	15.320691	15.225570	15.043604	15.576381	15.733670	15.833652	15.782251	15.538036	15.816051
Pax5	16.229135	16.272276	16.003878	15.959048	16.177413	16.575122	16.289233	16.304830	16.775775	15.788532	15.841238	16.196935	15.696440	15.884091	16.499742	16.009992	15.907761	16.419604	16.093174	16.074411	15.975084	16.198094	16.348962	16.949731	16.192592	16.579314	16.572226	17.067943	17.143449	17.422572	17.002051	17.005435	16.996767	17.037876	17.349836	17.362040
Pax6	4.030517	3.975678	3.798887	4.121303	3.202968	5.035299	5.926890	3.474985	6.083108	3.446864	4.614210	4.754161	3.534024	3.817387	5.894551	4.997417	4.458123	6.163522	3.609952	3.133972	4.104313	2.433520	1.927263	5.046677	4.198724	4.185936	4.326436	5.257760	3.928054	6.537071	4.406774	4.359620	4.420011	4.376239	4.337965	4.302588
Pax7	15.061745	14.973499	15.397266	15.172504	15.110951	14.346304	14.709565	14.692512	14.089375	15.326310	15.112786	14.647711	15.196200	15.034874	14.356991	15.097153	15.004663	14.676695	14.896677	14.873833	15.261612	13.237370	13.154852	12.408319	13.243742	12.681245	12.585417	12.203735	12.810781	12.278031	11.754853	11.784097	11.460585	11.463892	11.765355	11.186155
Pbx2	12.664428	12.501410	12.492441	12.483566	12.595952	12.466083	12.099537	12.414665	12.309340	12.452300	12.436473	12.377920	12.517649	12.409531	12.243462	12.406986	12.423357	12.291810	12.710897	12.893828	12.744863	13.031419	12.884164	12.641239	13.099727	13.121437	12.572142	12.962386	13.241896	13.069102	13.369666	13.356727	13.249284	13.593140	13.430602	13.663747
Pcgf2	11.460291	11.588938	11.544106	11.660889	11.455179	11.884307	11.557832	11.550195	12.047912	11.579660	11.530968	11.886074	11.519153	11.479728	11.864914	11.498532	11.514581	11.755431	11.515020	11.740176	11.898127	11.549816	11.530359	11.833757	11.629987	11.443583	11.426225	11.004437	11.262930	11.635168	10.422669	10.539371	10.318475	9.675608	10.244728	10.023714
Pelp1	13.883786	13.915428	14.113419	14.092451	13.998065	13.861820	14.147394	13.901581	13.896556	14.069926	13.981644	13.918653	14.006633	13.801455	13.827867	13.982166	13.936192	14.167875	13.690681	13.551164	14.047833	13.725459	13.860385	13.854425	13.694772	13.571598	13.105101	13.582973	13.834738	13.878069	13.321564	13.448311	13.184017	13.060048	13.253172	13.069243
Per1	11.678672	11.478411	11.477414	11.716896	11.870777	11.545861	11.400215	11.567374	11.437004	11.645938	11.857258	11.523497	11.511017	11.687561	11.657842	11.789286	11.911646	11.935912	11.912942	11.760769	11.769273	11.379428	11.530708	11.376321	11.777524	11.845054	11.608354	11.616235	11.695359	11.870788	11.732524	11.838357	11.802633	12.088803	12.186824	11.955476
Per2	10.643723	10.755747	10.771598	10.578023	10.624323	10.466849	10.579652	10.424489	10.338389	10.648795	10.392411	10.428365	10.556752	10.285933	10.074853	10.659125	10.391917	10.305295	10.216710	10.371185	10.693259	10.570480	10.660224	10.829526	10.992016	10.665353	10.397058	9.799599	9.710569	10.392083	9.169261	9.616200	9.843102	9.246360	9.731726	9.134190
Phf12	14.182626	14.301429	14.136985	14.028630	14.190824	14.303548	14.031641	14.141817	14.322171	14.074844	13.972360	14.196976	13.999276	13.904786	14.062676	14.035704	14.015657	14.383459	14.103896	14.198393	14.253343	14.271589	14.476706	14.651145	14.330684	14.396040	14.112897	14.364596	14.577920	14.700506	14.342529	14.448562	14.298514	14.239912	14.603060	14.359960
Pias2	12.692897	12.819519	12.739133	12.690350	12.903843	12.747869	13.252298	12.747098	12.779117	12.937797	12.788485	12.753846	12.677553	12.557784	12.915440	12.635125	12.871765	12.792224	12.702741	12.570122	12.708229	12.718593	12.872887	12.831065	12.965810	12.738658	12.931781	12.907602	13.149970	13.432918	12.756839	12.706760	12.692311	12.864137	13.083132	12.840013
Pias3	11.199972	11.054297	11.087622	11.024532	10.951089	10.632086	11.014373	10.630611	10.600311	10.956135	10.754380	10.567697	10.964466	10.649210	10.550240	10.938772	10.661572	11.077918	11.037128	11.038021	11.299091	11.354437	11.299296	11.295989	11.837545	11.567880	11.352682	11.690364	11.784436	11.553285	11.962213	12.120470	12.031463	12.185577	12.272434	12.176366
Pitx2	9.167198	9.160256	9.355545	9.007723	9.342483	9.206888	9.441907	9.081759	9.194906	9.088845	9.248366	9.229871	9.266012	8.933977	9.946851	9.053776	9.070986	9.587088	8.793791	8.845635	8.994381	8.835282	8.732730	9.122659	8.862978	8.979740	7.649032	8.922161	9.264708	9.119124	8.705835	9.187559	8.822788	9.221907	8.875450	9.177735
Pknox1	12.114006	12.057724	12.248952	11.995568	12.033186	11.714128	11.602653	11.865718	11.554877	12.170496	12.165758	11.939562	12.042021	11.889801	11.545417	12.005777	12.008692	11.986136	12.203732	12.046604	12.216950	12.001698	11.881017	11.569814	11.819657	11.504961	11.231495	11.566319	11.533725	11.709809	11.887853	11.922950	11.962718	11.969233	11.740925	11.587776
Plag1	9.682695	9.025927	9.741656	9.375517	9.353195	8.056244	8.662001	9.403016	9.008940	9.645575	9.801355	9.118846	9.737396	9.433383	8.262576	9.577309	9.366927	10.034686	9.608556	9.336638	9.868856	9.442650	9.458908	8.241858	9.559327	9.534824	7.485767	9.576633	10.188044	9.524410	10.690406	10.879011	10.335878	10.908889	10.782645	10.580765
Pml	13.757518	13.735161	13.578277	13.520699	13.647453	13.564532	13.522977	13.685469	13.727132	13.693820	13.676146	13.630608	13.671194	13.619840	13.524062	13.769038	13.712363	13.850432	14.012845	14.008861	13.810383	13.049023	13.233424	13.049142	13.332778	13.304919	13.105800	13.921696	13.972585	14.043527	13.634453	13.581830	13.342655	13.422693	13.495881	13.329655
Pou2af1	16.334497	16.285980	15.948116	15.984191	16.106466	15.565138	15.977906	15.848627	15.392839	16.134715	15.752925	15.502196	15.753336	15.343881	15.348808	15.920188	15.900455	15.891459	16.520879	16.153124	15.874981	15.787622	16.275366	15.569348	16.468721	16.178334	15.892149	17.215746	17.289363	17.651218	18.076884	17.781308	17.691834	17.904238	17.562977	17.614470
Pou2f1	11.301714	11.381136	11.479800	11.427748	11.559311	11.169794	12.013957	11.575364	11.361803	11.386882	11.555750	11.389821	11.429596	11.207044	11.507145	11.449891	11.432652	11.781320	11.600839	11.271151	11.683468	11.389415	11.463530	11.606759	11.468610	11.361816	11.330959	11.677936	11.985066	11.778210	12.078460	11.832583	11.870936	11.654355	11.586878	11.618042
Pou2f2	12.091558	12.044652	12.081201	12.082212	12.289983	12.594494	12.092176	12.306371	12.670909	11.804540	12.082644	12.301972	11.910880	12.315551	12.714501	12.064120	11.910036	12.375724	11.695676	11.841365	11.821919	12.888846	12.852524	13.265648	12.868142	13.371306	12.991476	12.912781	13.380783	13.166444	12.080730	12.631612	12.271916	11.875851	12.435363	12.199740
Ppard	13.019195	12.984555	12.709216	12.604470	12.925774	12.665079	13.067719	13.055705	12.950436	12.881235	13.182439	13.004002	12.717523	12.914099	13.242383	12.997688	13.238043	13.402766	13.361399	13.343741	13.076401	12.342317	12.607926	12.418327	12.417294	12.520321	12.485705	11.984003	12.540207	12.148131	12.139008	11.937433	11.824987	11.954610	12.327577	12.047198
Ppargc1b	11.245589	11.546697	12.001209	11.906584	11.681244	11.818825	11.535813	11.529773	11.691716	11.579283	11.676633	11.583636	11.670629	11.520456	11.698286	11.628014	11.538800	11.587986	11.131618	10.926547	11.690283	10.769877	10.746647	10.918926	10.214589	9.894872	10.415340	9.235585	9.356396	10.268504	7.934822	8.473390	7.715220	7.922227	8.382296	7.106706
Pttg1	11.834488	11.749248	11.633162	11.850510	11.823818	12.400683	11.764803	11.929903	12.325444	11.655244	11.924903	12.029807	11.872707	12.251714	12.546336	11.805784	11.965750	11.699094	11.883032	12.151885	11.732974	12.442276	12.250928	12.917545	12.166426	12.192146	12.264898	12.165033	12.062317	12.154271	11.913991	11.971910	12.240483	11.704676	11.811772	11.894482
Pura	13.097429	13.220553	12.986880	13.124751	13.084884	14.188007	13.679630	13.455721	13.840096	12.901293	13.144238	13.800791	12.751610	13.061522	14.089560	13.226638	13.069343	13.906275	13.171052	13.123214	12.900712	13.269923	13.583757	14.641126	13.059951	13.901835	13.921040	13.321875	13.620028	13.446915	12.902683	12.971354	12.738033	13.012401	13.427072	13.249818
Pwp1	13.145048	13.005958	13.336099	13.273132	13.128476	12.796436	12.642256	12.972199	12.655684	13.210242	13.166881	13.185963	13.181469	13.298201	12.752395	13.083250	13.130161	13.029900	12.919650	12.886178	13.077427	12.956850	12.806470	12.583730	12.507938	12.487159	11.938373	12.167406	12.075182	11.759351	11.706824	11.937137	12.009221	11.692861	11.727134	11.953487
Pygo2	12.973351	13.056589	12.994262	12.971093	12.930569	12.487346	12.461559	12.600688	12.357288	12.877134	12.943060	12.651187	12.848503	12.636461	12.637266	12.738917	12.856884	12.578148	13.045965	12.947593	12.999246	12.193431	12.266810	11.890000	12.603381	12.291144	12.474186	12.489775	12.497119	12.813006	13.042820	12.804152	12.833995	12.878825	12.817937	12.906082
Raf1	14.008916	14.149913	13.923750	14.149976	13.977803	14.288020	14.356063	14.200672	14.229443	14.106281	14.150877	14.283394	14.026041	13.998700	14.352940	14.243000	14.257697	14.452720	13.962667	13.691251	13.762162	13.811704	14.094588	14.218686	13.988254	14.142904	14.203659	14.213685	14.107572	14.339692	14.062696	14.087807	14.044562	14.055080	13.980988	14.020279
Rala	12.441495	12.525980	12.361178	12.421849	12.517021	12.606743	12.893135	12.547285	12.769140	12.335756	12.451553	12.538869	12.354603	12.433744	12.730102	12.390391	12.555749	12.573216	12.469679	12.458757	12.400206	12.573230	12.557699	12.792890	12.613036	12.907971	13.000817	13.053976	13.067336	13.081237	12.881230	13.028360	13.112493	13.084331	13.151720	13.440108
Rara	11.218414	10.965164	10.983083	10.385557	10.689384	10.637731	10.834785	10.868665	11.262712	10.727460	11.092360	10.887093	10.731952	10.866087	11.238685	11.060115	11.270502	11.601970	11.612578	11.490822	11.218341	10.644902	10.911309	10.692270	11.029454	10.857039	11.240893	10.104642	10.358691	10.641017	9.599568	9.430860	9.419241	10.448348	10.522079	9.937928
Rarg	6.299452	6.246249	5.947669	5.977394	5.781007	6.352629	5.126658	6.015903	6.282840	6.506004	6.231630	6.891722	6.002137	5.795790	6.610025	6.735582	6.029464	7.495725	7.102522	7.658524	6.163378	6.945566	6.748969	6.698145	7.792274	7.452976	8.692321	6.934341	7.545070	5.656947	7.704344	6.502815	6.524174	6.504687	7.326404	7.233670
Rb1	11.627980	11.656164	11.634595	11.576697	11.567440	11.637836	11.358881	11.283534	11.413477	11.687662	11.636624	11.370929	11.811834	11.684080	11.546667	11.617299	11.659873	11.208670	11.663030	11.927566	11.676833	11.828068	11.616813	11.501075	12.506836	12.172549	12.354682	12.907089	12.782879	12.626297	12.980627	12.923400	12.830530	12.954613	12.799708	12.811417
Rbl1	12.770086	12.535910	12.903539	12.939550	12.619651	12.123371	12.184972	12.308246	11.940771	12.837915	12.691617	12.393596	12.813749	12.527842	11.927420	12.536645	12.541938	12.552616	12.763488	12.772118	12.987622	12.703940	12.429351	11.945161	12.988648	12.706961	12.218226	12.536733	12.592389	12.142568	12.888766	12.944285	12.886934	12.334440	12.331777	12.294796
Rbl2	12.163026	11.944642	12.091847	12.086116	11.991506	12.064600	11.564956	11.902459	12.137930	12.105631	11.927740	12.139037	11.978971	12.087191	12.299011	12.079115	11.838513	12.071955	12.211710	12.463086	12.067047	12.443197	12.337787	12.366946	12.389297	12.461725	12.072594	12.427566	12.469975	12.031748	12.600148	12.625330	12.450342	12.326005	12.666096	12.519352
Rbmx	13.534923	13.532797	13.640170	13.611354	13.589845	13.703921	13.599885	13.631310	13.734483	13.498050	13.480388	13.688863	13.477600	13.444320	13.696224	13.303124	13.410682	13.445328	13.763400	13.822740	13.655278	13.986361	14.024402	13.884241	14.218142	14.223156	14.034892	13.931641	13.925776	13.760327	13.957057	13.960848	14.041698	13.990523	14.130566	13.964339
Rbpj	12.974100	12.870315	12.869634	12.981707	12.993551	12.569675	13.081384	12.762823	12.386751	12.864711	13.130957	12.793428	12.735304	12.559384	12.997499	12.976123	12.931160	13.131703	13.036610	12.660126	12.765575	11.936578	12.255477	12.320473	12.056661	11.995485	11.205222	12.051019	12.183132	12.430859	12.260633	12.167234	12.145965	12.248051	11.978926	11.952475
Rel	9.550081	9.217616	10.253483	9.047909	10.153139	8.454832	9.234455	9.300984	8.221178	9.517060	8.845055	8.414907	9.474231	8.846897	7.729601	9.267203	9.343465	8.687465	10.295828	9.547900	10.064497	10.126275	10.048403	8.072204	11.090851	10.705527	9.486466	11.244896	11.724709	11.503877	12.418033	12.475140	12.787872	13.083391	12.269643	12.356476
Rela	13.846290	13.766695	13.874728	13.895087	13.845551	13.643364	13.724934	13.532189	13.408099	13.914323	13.691632	13.599900	13.777787	13.594880	13.723959	13.714792	13.683829	13.608236	13.969284	13.798316	13.863582	13.796652	13.768466	13.625295	14.132817	13.923949	13.590221	14.167853	14.167167	14.279661	14.286177	14.314389	14.269159	14.395726	14.203833	14.410706
Relb	10.084621	9.955405	9.994711	10.159242	10.038674	10.704760	10.671871	10.129997	10.554102	9.921103	10.142528	10.448951	10.027953	9.809929	10.443424	10.408440	10.292216	10.483641	10.379767	10.112051	10.079200	10.246818	10.499373	10.952066	10.370116	10.315067	9.793828	10.711540	10.206443	10.981908	10.317933	10.368955	10.479838	11.381180	11.134942	10.899969
Rest	11.519043	11.318615	11.667185	11.500250	11.235470	10.592813	10.674635	10.937335	10.659165	11.270410	11.231871	10.865511	11.360133	11.229907	10.841122	11.097050	11.228680	10.687943	11.982176	11.914016	11.772103	11.869589	11.511114	11.013288	11.848516	11.332197	11.711022	11.474812	10.910242	11.084448	12.086114	11.928264	12.184343	12.120505	11.716126	11.998743
Rfx4	5.607206	5.921291	5.777189	5.421966	5.913640	6.236756	5.173543	5.565393	5.281996	5.717593	4.594787	5.634089	5.354387	5.454254	4.961904	6.316103	5.491415	7.138656	6.262914	6.828089	6.728036	6.842125	6.799750	7.558494	6.200245	7.389481	6.475284	6.978037	7.390902	5.542922	7.244201	7.969649	7.704214	6.943413	7.807154	7.960688
Rfx5	10.383088	10.414552	10.300563	10.268543	10.247630	9.790503	10.407942	9.977578	9.818208	10.199291	9.905726	10.019191	10.390276	10.040005	9.954639	9.990909	9.993010	9.544334	10.702844	10.808164	10.583237	10.139473	9.849297	9.290334	10.437979	10.024861	9.673105	10.871428	10.599992	10.473584	11.962090	11.802021	12.102101	12.408474	12.221880	12.252362
Rfxank	10.934296	11.193660	10.841742	10.918089	10.883025	11.189060	11.057913	11.102268	11.332878	11.011994	10.950878	11.159625	10.936784	11.048021	11.561529	10.917252	10.758831	10.672447	11.056604	11.220066	10.913615	11.347418	11.257653	11.705998	11.516957	11.496625	11.928814	11.782112	11.943632	12.097912	12.090401	11.974296	11.899611	12.033269	12.330550	12.239387
Rfxap	11.206605	11.095738	10.866550	10.905283	11.132562	11.510618	11.233026	11.223801	11.637617	10.977526	11.093826	11.286175	11.033358	11.234127	11.438267	11.222992	11.123216	11.641595	11.213880	11.492298	11.200015	11.737476	11.571864	12.196696	11.284812	11.648093	11.909192	11.388985	11.065893	10.681565	11.212959	11.045328	11.383489	11.328056	11.162173	11.496632
Rnf2	13.059910	12.887740	13.199656	12.691702	13.039546	12.367069	12.560169	12.799249	12.395080	12.893041	13.045356	12.441684	12.851841	12.998673	12.473672	12.846411	13.037090	12.804251	13.114737	13.237805	13.071586	12.950936	12.792343	12.248289	12.687686	12.401494	12.757681	12.451419	12.799983	11.698532	13.113657	12.895647	12.972554	13.075843	13.089561	13.404917
Rps6ka5	11.616361	11.297475	11.555451	11.429805	11.647603	11.058142	11.225124	11.340148	11.078216	11.661706	11.385849	10.846190	11.670978	11.557566	11.087455	11.295593	11.191861	11.011941	11.422521	11.579475	11.577058	11.509883	11.357820	10.998546	11.833266	11.689297	11.568677	11.966532	12.040407	11.327190	12.523319	12.655010	12.526975	12.784822	12.558546	12.659507
Runx1	13.981583	13.803092	14.010966	14.258273	14.100546	13.902085	14.442909	13.854737	13.919378	13.928642	13.772990	13.673735	14.092853	13.634505	13.746925	13.982526	13.719851	13.883410	14.146623	14.150084	14.295153	12.779426	12.871774	12.742570	12.703243	12.478798	12.056670	13.268960	13.405455	13.264512	14.292205	14.276099	14.203430	14.246227	14.469873	14.062484
Runx2	8.538604	8.507774	8.857949	8.880321	9.011969	8.450019	8.699935	8.757580	7.795323	8.906890	9.215119	7.830243	9.004375	8.748288	9.116384	8.668318	8.880104	9.260315	7.064335	6.893758	7.618686	7.801333	7.211877	7.792025	7.840196	6.780036	6.839260	7.390711	7.914607	7.396853	6.178307	6.413612	5.922596	6.819833	6.721231	6.026952
Runx3	14.268388	14.146254	13.984059	14.177852	14.240324	13.670145	14.211486	14.167560	13.719162	14.218573	14.293568	13.897098	14.106560	14.018133	13.820821	14.106221	14.264232	14.105984	14.371099	14.262970	14.238554	15.355834	15.273167	14.700342	15.797395	15.605967	15.140665	14.665535	15.049605	14.597663	14.420644	14.472739	14.169049	14.479802	14.636464	14.264944
Ruvbl2	14.912065	15.048822	15.061086	14.908027	14.910490	15.147621	14.832848	15.018389	15.232337	14.881428	15.002101	15.134819	14.866777	15.034150	15.102436	14.901714	14.985940	14.841254	14.986014	15.056158	14.940931	14.943198	14.900750	14.914623	14.714183	14.780400	14.912734	14.427843	14.334960	14.484578	13.919722	13.847201	13.930248	13.445433	13.543529	13.461649
